ensembl_gene_id	external_gene_name	gene_biotype	description
ENSRNOG00000015633	Cul3	protein_coding	cullin 3 [Source:RGD Symbol;Acc:1308190]
ENSRNOG00000015669	Kctd11	protein_coding	potassium channel tetramerization domain containing 11 [Source:RGD Symbol;Acc:1307125]
ENSRNOG00000015674	Acap1	protein_coding	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1 [Source:RGD Symbol;Acc:1305360]
ENSRNOG00000015692	Taok1	protein_coding	TAO kinase 1 [Source:RGD Symbol;Acc:708455]
ENSRNOG00000015699	Lman2l	protein_coding	lectin, mannose-binding 2-like [Source:MGI Symbol;Acc:MGI:2443010]
ENSRNOG00000015732	Bcl2l2	protein_coding	Bcl2-like 2 [Source:RGD Symbol;Acc:620717]
ENSRNOG00000015749	Nme3	protein_coding	NME/NM23 nucleoside diphosphate kinase 3 [Source:RGD Symbol;Acc:619879]
ENSRNOG00000015774	Mreg	protein_coding	melanoregulin [Source:RGD Symbol;Acc:1562333]
ENSRNOG00000015787	P3h4	protein_coding	prolyl 3-hydroxylase family member 4 [Source:RGD Symbol;Acc:620767]
ENSRNOG00000015813	Ubr2	protein_coding	ubiquitin protein ligase E3 component n-recognin 2 [Source:RGD Symbol;Acc:1593237]
ENSRNOG00000015873	Spns3	protein_coding	sphingolipid transporter 3 [Source:RGD Symbol;Acc:1561884]
ENSRNOG00000015886	Cnnm4	protein_coding	cyclin and CBS domain divalent metal cation transport mediator 4 [Source:RGD Symbol;Acc:1305571]
ENSRNOG00000015898	Fer	protein_coding	FER tyrosine kinase [Source:RGD Symbol;Acc:1306273]
ENSRNOG00000015906	Tgif1	protein_coding	TGFB-induced factor homeobox 1 [Source:RGD Symbol;Acc:1310517]
ENSRNOG00000015941	Fkbp10	protein_coding	FKBP prolyl isomerase 10 [Source:RGD Symbol;Acc:1549751]
ENSRNOG00000015975		protein_coding	similar to RIKEN cDNA 2810408A11 [Source:RGD Symbol;Acc:1563007]
ENSRNOG00000015983	Maip1	protein_coding	matrix AAA peptidase interacting protein 1 [Source:RGD Symbol;Acc:1303159]
ENSRNOG00000015992	Ccl20	protein_coding	C-C motif chemokine ligand 20 [Source:RGD Symbol;Acc:3646]
ENSRNOG00000016012	Spats2l	protein_coding	spermatogenesis associated, serine-rich 2-like [Source:RGD Symbol;Acc:1309930]
ENSRNOG00000016029	Rb1	protein_coding	RB transcriptional corepressor 1 [Source:RGD Symbol;Acc:3540]
ENSRNOG00000016032	Cnnm3	protein_coding	cyclin and CBS domain divalent metal cation transport mediator 3 [Source:RGD Symbol;Acc:1307926]
ENSRNOG00000016034	Cnot9	protein_coding	CCR4-NOT transcription complex subunit 9 [Source:RGD Symbol;Acc:1311495]
ENSRNOG00000016057	Kcnj13	protein_coding	potassium inwardly-rectifying channel, subfamily J, member 13 [Source:RGD Symbol;Acc:621661]
ENSRNOG00000016091	Tmem169	protein_coding	transmembrane protein 169 [Source:RGD Symbol;Acc:1582820]
ENSRNOG00000016105	Xrcc5	protein_coding	X-ray repair cross complementing 5 [Source:RGD Symbol;Acc:3976]
ENSRNOG00000016109	Neurl4	protein_coding	neuralized E3 ubiquitin protein ligase 4 [Source:RGD Symbol;Acc:1308056]
ENSRNOG00000016119	Fzd7	protein_coding	frizzled class receptor 7 [Source:RGD Symbol;Acc:2321905]
ENSRNOG00000016133	Sumo1	protein_coding	small ubiquitin-like modifier 1 [Source:RGD Symbol;Acc:1306919]
ENSRNOG00000016151	Ankrd23	protein_coding	ankyrin repeat domain 23 [Source:RGD Symbol;Acc:1310398]
ENSRNOG00000016177	Scara3	protein_coding	scavenger receptor class A, member 3 [Source:RGD Symbol;Acc:1309269]
ENSRNOG00000016196	Dlgap1	protein_coding	DLG associated protein 1 [Source:RGD Symbol;Acc:620223]
ENSRNOG00000016201	Mrps9	protein_coding	mitochondrial ribosomal protein S9 [Source:RGD Symbol;Acc:1306558]
ENSRNOG00000016212	Ankfy1	protein_coding	ankyrin repeat and FYVE domain containing 1 [Source:RGD Symbol;Acc:1309598]
ENSRNOG00000016229	Bicral	protein_coding	BRD4 interacting chromatin remodeling complex associated protein like [Source:RGD Symbol;Acc:1305680]
ENSRNOG00000016247	Daw1	protein_coding	dynein assembly factor with WD repeats 1 [Source:RGD Symbol;Acc:1561436]
ENSRNOG00000016254	Sema4c	protein_coding	semaphorin 4C [Source:RGD Symbol;Acc:1562837]
ENSRNOG00000016269	Rpl7l1	protein_coding	ribosomal protein L7-like 1 [Source:RGD Symbol;Acc:1308469]
ENSRNOG00000016271	Itm2b	protein_coding	integral membrane protein 2B [Source:RGD Symbol;Acc:620727]
ENSRNOG00000016315	Cnpy3	protein_coding	canopy FGF signaling regulator 3 [Source:RGD Symbol;Acc:1597709]
ENSRNOG00000016349	Gnmt	protein_coding	glycine N-methyltransferase [Source:RGD Symbol;Acc:2719]
ENSRNOG00000016360	Gps2	protein_coding	G protein pathway suppressor 2 [Source:RGD Symbol;Acc:1562746]
ENSRNOG00000016361	Plcd4	protein_coding	phospholipase C, delta 4 [Source:RGD Symbol;Acc:621025]
ENSRNOG00000016388	Sphkap	protein_coding	SPHK1 interactor, AKAP domain containing [Source:RGD Symbol;Acc:1311951]
ENSRNOG00000016414	Slc22a17	protein_coding	solute carrier family 22, member 17 [Source:RGD Symbol;Acc:631405]
ENSRNOG00000016427	Letm1	protein_coding	leucine zipper and EF-hand containing transmembrane protein 1 [Source:RGD Symbol;Acc:1359678]
ENSRNOG00000016446	Gpr45	protein_coding	G protein-coupled receptor 45 [Source:RGD Symbol;Acc:1306253]
ENSRNOG00000016447	RGD1310553	protein_coding	similar to expressed sequence AI597479 [Source:RGD Symbol;Acc:1310553]
ENSRNOG00000016460	Clu	protein_coding	clusterin [Source:RGD Symbol;Acc:3907]
ENSRNOG00000016470	Ndufa10l1	protein_coding	NADH:ubiquinone oxidoreductase subunit A10 [Source:RGD Symbol;Acc:727968]
ENSRNOG00000016472	Marchf4	protein_coding	membrane associated ring-CH-type finger 4 [Source:RGD Symbol;Acc:1590797]
ENSRNOG00000016475	Nt5c3b	protein_coding	5'-nucleotidase, cytosolic IIIB [Source:RGD Symbol;Acc:1359229]
ENSRNOG00000016478	Eif5a	protein_coding	eukaryotic translation initiation factor 5A [Source:RGD Symbol;Acc:1308029]
ENSRNOG00000016486	Nop58	protein_coding	NOP58 ribonucleoprotein [Source:RGD Symbol;Acc:620484]
ENSRNOG00000016494	Tmem204	protein_coding	transmembrane protein 204 [Source:RGD Symbol;Acc:1359314]
ENSRNOG00000016503	Smarcal1	protein_coding	Swi/SNF related matrix associated, actin dependent regulator of chromatin, subfamily a-like 1 [Source:RGD Symbol;Acc:1306134]
ENSRNOG00000016545	Ift140	protein_coding	intraflagellar transport 140 [Source:RGD Symbol;Acc:2318759]
ENSRNOG00000016567	Otos	protein_coding	otospiralin [Source:RGD Symbol;Acc:708465]
ENSRNOG00000016596	Hspa4	protein_coding	heat shock protein family A (Hsp70) member 4 [Source:RGD Symbol;Acc:628878]
ENSRNOG00000016606	Snorc	protein_coding	secondary ossification center associated regulator of chondrocyte maturation [Source:RGD Symbol;Acc:1311447]
ENSRNOG00000016623	Tmeff2	protein_coding	transmembrane protein with EGF-like and two follistatin-like domains 2 [Source:RGD Symbol;Acc:1308839]
ENSRNOG00000016640	Dner	protein_coding	delta/notch-like EGF repeat containing [Source:RGD Symbol;Acc:1359385]
ENSRNOG00000016648	Gulo	protein_coding	gulonolactone (L-) oxidase [Source:RGD Symbol;Acc:620701]
ENSRNOG00000016653	Ngef	protein_coding	neuronal guanine nucleotide exchange factor [Source:RGD Symbol;Acc:1309055]
ENSRNOG00000016655	Pex6	protein_coding	peroxisomal biogenesis factor 6 [Source:RGD Symbol;Acc:621637]
ENSRNOG00000016660	Cox5b	protein_coding	cytochrome c oxidase subunit 5B [Source:RGD Symbol;Acc:620608]
ENSRNOG00000016719	Zfp161	protein_coding	zinc finger protein 161 [Source:RGD Symbol;Acc:628712]
ENSRNOG00000016724	Epb41l3	protein_coding	erythrocyte membrane protein band 4.1-like 3 [Source:RGD Symbol;Acc:71089]
ENSRNOG00000016749	Klhl10	protein_coding	kelch-like family member 10 [Source:RGD Symbol;Acc:1303290]
ENSRNOG00000016754	Bcs1l	protein_coding	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone [Source:RGD Symbol;Acc:1359658]
ENSRNOG00000016774	Telo2	protein_coding	telomere maintenance 2 [Source:RGD Symbol;Acc:1305553]
ENSRNOG00000016789	Actr1b	protein_coding	actin related protein 1B [Source:RGD Symbol;Acc:1307380]
ENSRNOG00000016804	Il25	protein_coding	interleukin 25 [Source:RGD Symbol;Acc:1561632]
ENSRNOG00000016818	Fgfr3	protein_coding	fibroblast growth factor receptor 3 [Source:RGD Symbol;Acc:620714]
ENSRNOG00000016828	Cmtm5	protein_coding	CKLF-like MARVEL transmembrane domain containing 5 [Source:RGD Symbol;Acc:1307045]
ENSRNOG00000016849	Ppp2r5d	protein_coding	protein phosphatase 2, regulatory subunit B', delta [Source:RGD Symbol;Acc:1306666]
ENSRNOG00000016866	Fhl2	protein_coding	four and a half LIM domains 2 [Source:RGD Symbol;Acc:61963]
ENSRNOG00000016886	Rnf25	protein_coding	ring finger protein 25 [Source:RGD Symbol;Acc:1311557]
ENSRNOG00000016888	Pask	protein_coding	PAS domain containing serine/threonine kinase [Source:RGD Symbol;Acc:1306146]
ENSRNOG00000016913	Stk36	protein_coding	serine/threonine kinase 36 [Source:RGD Symbol;Acc:1307318]
ENSRNOG00000016921	Klhl11	protein_coding	kelch-like family member 11 [Source:RGD Symbol;Acc:1306673]
ENSRNOG00000016924	Acly	protein_coding	ATP citrate lyase [Source:RGD Symbol;Acc:2018]
ENSRNOG00000016957	Igfbp2	protein_coding	insulin-like growth factor binding protein 2 [Source:RGD Symbol;Acc:2873]
ENSRNOG00000016962	Neu2	protein_coding	neuraminidase 2 [Source:RGD Symbol;Acc:3164]
ENSRNOG00000016963	Trip12	protein_coding	thyroid hormone receptor interactor 12 [Source:RGD Symbol;Acc:1306607]
ENSRNOG00000016974	Ppp1r7	protein_coding	protein phosphatase 1, regulatory subunit 7 [Source:RGD Symbol;Acc:1308169]
ENSRNOG00000016976	Clcn7	protein_coding	chloride voltage-gated channel 7 [Source:RGD Symbol;Acc:61836]
ENSRNOG00000016983	Myh7	protein_coding	myosin heavy chain 7 [Source:RGD Symbol;Acc:62030]
ENSRNOG00000016995	Zap70	protein_coding	zeta chain of T cell receptor associated protein kinase 70 [Source:RGD Symbol;Acc:3983]
ENSRNOG00000017001	Zfp652	protein_coding	zinc finger protein 652 [Source:RGD Symbol;Acc:1566329]
ENSRNOG00000017020	Inpp5d	protein_coding	inositol polyphosphate-5-phosphatase D [Source:RGD Symbol;Acc:2914]
ENSRNOG00000017027	Adam2	protein_coding	ADAM metallopeptidase domain 2 [Source:RGD Symbol;Acc:69299]
ENSRNOG00000017053	Fbxo36	protein_coding	F-box protein 36 [Source:RGD Symbol;Acc:1307870]
ENSRNOG00000017065	Arhgap28	protein_coding	Rho GTPase activating protein 28 [Source:RGD Symbol;Acc:1559882]
ENSRNOG00000017072	Slc16a14	protein_coding	solute carrier family 16, member 14 [Source:RGD Symbol;Acc:1309675]
ENSRNOG00000017074	Rab28	protein_coding	RAB28, member RAS oncogene family [Source:RGD Symbol;Acc:620891]
ENSRNOG00000017113	Ccnt2	protein_coding	cyclin T2 [Source:RGD Symbol;Acc:1309205]
ENSRNOG00000017117	Ybx2	protein_coding	Y box binding protein 2 [Source:RGD Symbol;Acc:1305068]
ENSRNOG00000017129	Ttll4	protein_coding	tubulin tyrosine ligase like 4 [Source:RGD Symbol;Acc:1594742]
ENSRNOG00000017144	Mea1	protein_coding	male-enhanced antigen 1 [Source:RGD Symbol;Acc:1597751]
ENSRNOG00000017155	Nck2	protein_coding	NCK adaptor protein 2 [Source:RGD Symbol;Acc:1305965]
ENSRNOG00000017170	Med4	protein_coding	mediator complex subunit 4 [Source:RGD Symbol;Acc:1306671]
ENSRNOG00000017188	Cyp27a1	protein_coding	cytochrome P450, family 27, subfamily a, polypeptide 1 [Source:RGD Symbol;Acc:727915]
ENSRNOG00000017206	Igfbp5	protein_coding	insulin-like growth factor binding protein 5 [Source:RGD Symbol;Acc:2876]
ENSRNOG00000017226	Slc2a4	protein_coding	solute carrier family 2 member 4 [Source:RGD Symbol;Acc:2711]
ENSRNOG00000017237	Lama1	protein_coding	laminin subunit alpha 1 [Source:RGD Symbol;Acc:1307207]
ENSRNOG00000017248	Prkag3	protein_coding	protein kinase AMP-activated non-catalytic subunit gamma 3 [Source:RGD Symbol;Acc:1308698]
ENSRNOG00000017256	Csprs	protein_coding	component of Sp100-rs [Source:RGD Symbol;Acc:1310830]
ENSRNOG00000017258	Ica1l	protein_coding	islet cell autoantigen 1-like [Source:RGD Symbol;Acc:735110]
ENSRNOG00000017259	Tacc3	protein_coding	transforming, acidic coiled-coil containing protein 3 [Source:RGD Symbol;Acc:1302948]
ENSRNOG00000017265	Tmem131	protein_coding	transmembrane protein 131 [Source:RGD Symbol;Acc:1309266]
ENSRNOG00000017273	RGD1563917	protein_coding	similar to Nuclear autoantigen Sp-100 (Speckled 100 kDa) [Source:RGD Symbol;Acc:1563917]
ENSRNOG00000017286	Ephx2	protein_coding	epoxide hydrolase 2 [Source:RGD Symbol;Acc:620732]
ENSRNOG00000017297	Cab39	protein_coding	calcium binding protein 39 [Source:RGD Symbol;Acc:1306390]
ENSRNOG00000017325	Cldn7	protein_coding	claudin 7 [Source:RGD Symbol;Acc:68432]
ENSRNOG00000017329	Tmem129	protein_coding	transmembrane protein 129, E3 ubiquitin ligase [Source:RGD Symbol;Acc:1310828]
ENSRNOG00000017340	Wdr12	protein_coding	WD repeat domain 12 [Source:RGD Symbol;Acc:735072]
ENSRNOG00000017352	Ctdnep1	protein_coding	CTD nuclear envelope phosphatase 1 [Source:RGD Symbol;Acc:1310172]
ENSRNOG00000017359	Itm2c	protein_coding	integral membrane protein 2C [Source:RGD Symbol;Acc:1309503]
ENSRNOG00000017409	Wnt6	protein_coding	Wnt family member 6 [Source:RGD Symbol;Acc:1304559]
ENSRNOG00000017417	Gabarap	protein_coding	GABA type A receptor-associated protein [Source:RGD Symbol;Acc:61911]
ENSRNOG00000017424	Chrna2	protein_coding	cholinergic receptor nicotinic alpha 2 subunit [Source:RGD Symbol;Acc:621533]
ENSRNOG00000017473	Odad4	protein_coding	outer dynein arm docking complex subunit 4 [Source:RGD Symbol;Acc:1311859]
ENSRNOG00000017491	Carf	protein_coding	calcium responsive transcription factor [Source:RGD Symbol;Acc:1306822]
ENSRNOG00000017495	Klhdc3	protein_coding	kelch domain containing 3 [Source:RGD Symbol;Acc:1307105]
ENSRNOG00000017496	Cnp	protein_coding	2',3'-cyclic nucleotide 3' phosphodiesterase [Source:RGD Symbol;Acc:2368]
ENSRNOG00000017521	Gpr55	protein_coding	G protein-coupled receptor 55 [Source:RGD Symbol;Acc:1559828]
ENSRNOG00000017540	Spata3	protein_coding	spermatogenesis associated 3 [Source:RGD Symbol;Acc:1308164]
ENSRNOG00000017548	Fam53a	protein_coding	family with sequence similarity 53, member A [Source:RGD Symbol;Acc:1563315]
ENSRNOG00000017557	2810459M11Rik	protein_coding	RIKEN cDNA 2810459M11 gene [Source:MGI Symbol;Acc:MGI:1920042]
ENSRNOG00000017586		protein_coding	similar to U1 small nuclear ribonucleoprotein C (U1 snRNP protein C) (U1C protein) (U1-C) [Source:RGD Symbol;Acc:1596424]
ENSRNOG00000017606	P2rx1	protein_coding	purinergic receptor P2X 1 [Source:RGD Symbol;Acc:3240]
ENSRNOG00000017611	Tnp1	protein_coding	transition protein 1 [Source:RGD Symbol;Acc:3884]
ENSRNOG00000017625	Htr2b	protein_coding	5-hydroxytryptamine receptor 2B [Source:RGD Symbol;Acc:61801]
ENSRNOG00000017631	Cyp20a1	protein_coding	cytochrome P450, family 20, subfamily a, polypeptide 1 [Source:RGD Symbol;Acc:735221]
ENSRNOG00000017657	Phf23	protein_coding	PHD finger protein 23 [Source:RGD Symbol;Acc:1302969]
ENSRNOG00000017660	Inpp4a	protein_coding	inositol polyphosphate-4-phosphatase type I A [Source:RGD Symbol;Acc:68386]
ENSRNOG00000017707	Abi2	protein_coding	abl-interactor 2 [Source:RGD Symbol;Acc:628771]
ENSRNOG00000017730	Psmd1	protein_coding	proteasome 26S subunit, non-ATPase 1 [Source:RGD Symbol;Acc:621669]
ENSRNOG00000017757	AC132020.1	protein_coding	
ENSRNOG00000017775	Slc5a1	protein_coding	solute carrier family 5 member 1 [Source:RGD Symbol;Acc:3713]
ENSRNOG00000017781	Dnajc7	protein_coding	DnaJ heat shock protein family (Hsp40) member C7 [Source:RGD Symbol;Acc:1303226]
ENSRNOG00000017836	Rrp36	protein_coding	ribosomal RNA processing 36 [Source:RGD Symbol;Acc:2321693]
ENSRNOG00000017856	Fev	protein_coding	FEV transcription factor, ETS family member [Source:RGD Symbol;Acc:628860]
ENSRNOG00000017857	Cul7	protein_coding	cullin 7 [Source:RGD Symbol;Acc:1587048]
ENSRNOG00000017858	Tsr3	protein_coding	TSR3 ribosome maturation factor [Source:RGD Symbol;Acc:1565744]
ENSRNOG00000017893	Baiap3	protein_coding	BAI1-associated protein 3 [Source:RGD Symbol;Acc:10059729]
ENSRNOG00000017907	Ube2i	protein_coding	ubiquitin-conjugating enzyme E2I [Source:RGD Symbol;Acc:3926]
ENSRNOG00000017912	Atp2a3	protein_coding	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3 [Source:RGD Symbol;Acc:2175]
ENSRNOG00000017913	Atg16l1	protein_coding	autophagy related 16-like 1 [Source:RGD Symbol;Acc:1310631]
ENSRNOG00000017915	Dvl2	protein_coding	dishevelled segment polarity protein 2 [Source:RGD Symbol;Acc:1309725]
ENSRNOG00000017952	Septin2	protein_coding	septin 2 [Source:RGD Symbol;Acc:620056]
ENSRNOG00000017996	Cryba2	protein_coding	crystallin, beta A2 [Source:RGD Symbol;Acc:628768]
ENSRNOG00000018023	Bin3	protein_coding	bridging integrator 3 [Source:RGD Symbol;Acc:1308253]
ENSRNOG00000018047	Gorasp1	protein_coding	golgi reassembly stacking protein 1 [Source:RGD Symbol;Acc:621122]
ENSRNOG00000018051	Farp2	protein_coding	FERM, ARH/RhoGEF and pleckstrin domain protein 2 [Source:RGD Symbol;Acc:1308003]
ENSRNOG00000018057	Mrpl2	protein_coding	mitochondrial ribosomal protein L2 [Source:RGD Symbol;Acc:1307147]
ENSRNOG00000018059	Ihh	protein_coding	Indian hedgehog signaling molecule [Source:RGD Symbol;Acc:620021]
ENSRNOG00000018069	Ngdn	protein_coding	neuroguidin [Source:RGD Symbol;Acc:1310211]
ENSRNOG00000018095	Nkiras2	protein_coding	NFKB inhibitor interacting Ras-like 2 [Source:RGD Symbol;Acc:1307363]
ENSRNOG00000018105	Thtpa	protein_coding	thiamine triphosphatase [Source:RGD Symbol;Acc:727917]
ENSRNOG00000018114	Acadvl	protein_coding	acyl-CoA dehydrogenase, very long chain [Source:RGD Symbol;Acc:2014]
ENSRNOG00000018128	Unc50	protein_coding	unc-50 inner nuclear membrane RNA binding protein [Source:RGD Symbol;Acc:621749]
ENSRNOG00000018144	Depdc5	protein_coding	DEP domain containing 5, GATOR1 subcomplex subunit [Source:RGD Symbol;Acc:1311535]
ENSRNOG00000018162	Nhej1	protein_coding	nonhomologous end-joining factor 1 [Source:RGD Symbol;Acc:1359338]
ENSRNOG00000018168	Klc4	protein_coding	kinesin light chain 4 [Source:RGD Symbol;Acc:1306555]
ENSRNOG00000018177	Dhrs2	protein_coding	dehydrogenase/reductase 2 [Source:RGD Symbol;Acc:1583909]
ENSRNOG00000018181	Stk25	protein_coding	serine/threonine kinase 25 [Source:RGD Symbol;Acc:727809]
ENSRNOG00000018185	Sag	protein_coding	S-antigen visual arrestin [Source:RGD Symbol;Acc:3619]
ENSRNOG00000018214	Bok	protein_coding	BCL2 family apoptosis regulator BOK [Source:RGD Symbol;Acc:70984]
ENSRNOG00000018232	Srf	protein_coding	serum response factor [Source:RGD Symbol;Acc:1559787]
ENSRNOG00000018238	Nuggc	protein_coding	nuclear GTPase, germinal center associated [Source:RGD Symbol;Acc:1562099]
ENSRNOG00000018239	Dhrs4	protein_coding	dehydrogenase/reductase 4 [Source:RGD Symbol;Acc:708482]
ENSRNOG00000018242	Camkk1	protein_coding	calcium/calmodulin-dependent protein kinase kinase 1 [Source:RGD Symbol;Acc:62023]
ENSRNOG00000018247	Dhx58	protein_coding	DEXH-box helicase 58 [Source:RGD Symbol;Acc:1310093]
ENSRNOG00000018266	Slc23a3	protein_coding	solute carrier family 23, member 3 [Source:RGD Symbol;Acc:1307402]
ENSRNOG00000018267	B3gnt7	protein_coding	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7 [Source:RGD Symbol;Acc:1310580]
ENSRNOG00000018273	Ncl	protein_coding	nucleolin [Source:RGD Symbol;Acc:3153]
ENSRNOG00000018276	Mgat4a	protein_coding	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A [Source:RGD Symbol;Acc:1305650]
ENSRNOG00000018295	Ccar2	protein_coding	cell cycle and apoptosis regulator 2 [Source:RGD Symbol;Acc:1309922]
ENSRNOG00000018319	Pisd	protein_coding	phosphatidylserine decarboxylase [Source:RGD Symbol;Acc:1596729]
ENSRNOG00000018325	Cnppd1	protein_coding	cyclin Pas1/PHO80 domain containing 1 [Source:RGD Symbol;Acc:735175]
ENSRNOG00000018351	Thap4	protein_coding	THAP domain containing 4 [Source:RGD Symbol;Acc:1359473]
ENSRNOG00000018364	Kat2a	protein_coding	lysine acetyltransferase 2A [Source:RGD Symbol;Acc:1307242]
ENSRNOG00000018366	Cracdl	protein_coding	CRACD like [Source:RGD Symbol;Acc:1310819]
ENSRNOG00000018372	Cul9	protein_coding	cullin 9 [Source:RGD Symbol;Acc:1562008]
ENSRNOG00000018395	Usp40	protein_coding	ubiquitin specific peptidase 40 [Source:RGD Symbol;Acc:1309613]
ENSRNOG00000018397	Dnph1	protein_coding	2'-deoxynucleoside 5'-phosphate N-hydrolase 1 [Source:RGD Symbol;Acc:620382]
ENSRNOG00000018399	Cpne6	protein_coding	copine 6 [Source:RGD Symbol;Acc:1583895]
ENSRNOG00000018403	Atg4b	protein_coding	autophagy related 4B, cysteine peptidase [Source:MGI Symbol;Acc:MGI:1913865]
ENSRNOG00000018412	Sfi1	protein_coding	SFI1 centrin binding protein [Source:RGD Symbol;Acc:1560636]
ENSRNOG00000018416	Ttbk1	protein_coding	tau tubulin kinase 1 [Source:RGD Symbol;Acc:1559518]
ENSRNOG00000018420	Slc22a7	protein_coding	solute carrier family 22 member 7 [Source:RGD Symbol;Acc:621699]
ENSRNOG00000018464	Lipt1	protein_coding	lipoyltransferase 1 [Source:RGD Symbol;Acc:1310276]
ENSRNOG00000018466	Prss34	protein_coding	protease, serine, 34 [Source:RGD Symbol;Acc:1306667]
ENSRNOG00000018467	Mitd1	protein_coding	microtubule interacting and trafficking domain containing 1 [Source:RGD Symbol;Acc:1307700]
ENSRNOG00000018475	Eif4enif1	protein_coding	eukaryotic translation initiation factor 4E nuclear import factor 1 [Source:RGD Symbol;Acc:1560908]
ENSRNOG00000018521	Nmur1	protein_coding	neuromedin U receptor 1 [Source:RGD Symbol;Acc:619867]
ENSRNOG00000018526	Dlg4	protein_coding	discs large MAGUK scaffold protein 4 [Source:RGD Symbol;Acc:68424]
ENSRNOG00000018528	Nrl	protein_coding	neural retina leucine zipper [Source:RGD Symbol;Acc:1305197]
ENSRNOG00000018536	Pck2	protein_coding	phosphoenolpyruvate carboxykinase 2 (mitochondrial) [Source:RGD Symbol;Acc:1311112]
ENSRNOG00000018550	Ncbp3	protein_coding	nuclear cap binding subunit 3 [Source:RGD Symbol;Acc:1308139]
ENSRNOG00000018559	Tex44	protein_coding	testis expressed 44 [Source:RGD Symbol;Acc:1564629]
ENSRNOG00000018568	Rab5c	protein_coding	RAB5C, member RAS oncogene family [Source:RGD Symbol;Acc:1307095]
ENSRNOG00000018584	Ptma	protein_coding	prothymosin alpha [Source:RGD Symbol;Acc:61829]
ENSRNOG00000018586	Retreg2	protein_coding	reticulophagy regulator family member 2 [Source:RGD Symbol;Acc:1306844]
ENSRNOG00000018590	Drg1	protein_coding	developmentally regulated GTP binding protein 1 [Source:RGD Symbol;Acc:1304993]
ENSRNOG00000018593	Txndc9	protein_coding	thioredoxin domain containing 9 [Source:RGD Symbol;Acc:708355]
ENSRNOG00000018610	Pde6d	protein_coding	phosphodiesterase 6D [Source:RGD Symbol;Acc:1306204]
ENSRNOG00000018611	Tpsb2	protein_coding	tryptase beta 2 [Source:RGD Symbol;Acc:3065]
ENSRNOG00000018613	Crip3	protein_coding	cysteine-rich protein 3 [Source:RGD Symbol;Acc:1565018]
ENSRNOG00000018623	Rev1	protein_coding	REV1, DNA directed polymerase [Source:RGD Symbol;Acc:1306715]
ENSRNOG00000018639	Zfand2b	protein_coding	zinc finger AN1-type containing 2B [Source:RGD Symbol;Acc:1306260]
ENSRNOG00000018693	Asgr1	protein_coding	asialoglycoprotein receptor 1 [Source:RGD Symbol;Acc:2160]
ENSRNOG00000018697	Abcb6	protein_coding	ATP binding cassette subfamily B member 6 [Source:RGD Symbol;Acc:71077]
ENSRNOG00000018701	Tpsg1	protein_coding	tryptase gamma 1 [Source:RGD Symbol;Acc:631355]
ENSRNOG00000018709	Patz1	protein_coding	POZ (BTB) and AT hook containing zinc finger 1 [Source:RGD Symbol;Acc:1308337]
ENSRNOG00000018715	Clec10a	protein_coding	C-type lectin domain containing 10A [Source:RGD Symbol;Acc:621158]
ENSRNOG00000018723	Cops7b	protein_coding	COP9 signalosome subunit 7B [Source:RGD Symbol;Acc:1306918]
ENSRNOG00000018740	Ugt1a3	protein_coding	UDP glucuronosyltransferase family 1 member A1 [Source:RGD Symbol;Acc:3935]
ENSRNOG00000018741	Zfp318	protein_coding	zinc finger protein 318 [Source:RGD Symbol;Acc:1583221]
ENSRNOG00000018748	Slc16a11	protein_coding	solute carrier family 16, member 11 [Source:RGD Symbol;Acc:1311125]
ENSRNOG00000018785	Slc16a13	protein_coding	solute carrier family 16, member 13 [Source:RGD Symbol;Acc:1359138]
ENSRNOG00000018790	Kcnh4	protein_coding	potassium voltage-gated channel subfamily H member 4 [Source:RGD Symbol;Acc:621415]
ENSRNOG00000018792	Tekt4	protein_coding	tektin 4 [Source:RGD Symbol;Acc:1308075]
ENSRNOG00000018825	Dcaf11	protein_coding	DDB1 and CUL4 associated factor 11 [Source:RGD Symbol;Acc:1311288]
ENSRNOG00000018829	Rnasek	protein_coding	similar to RIKEN cDNA 1110020A23 [Source:RGD Symbol;Acc:1308134]
ENSRNOG00000018830	Aff3	protein_coding	AF4/FMR2 family, member 3 [Source:RGD Symbol;Acc:1308527]
ENSRNOG00000018834	Sstr5	protein_coding	somatostatin receptor 5 [Source:RGD Symbol;Acc:3765]
ENSRNOG00000018841	Sox8	protein_coding	SRY-box transcription factor 8 [Source:RGD Symbol;Acc:1309072]
ENSRNOG00000018854	Nppc	protein_coding	natriuretic peptide C [Source:RGD Symbol;Acc:620850]
ENSRNOG00000018859	Pik3ip1	protein_coding	phosphoinositide-3-kinase interacting protein 1 [Source:RGD Symbol;Acc:1311203]
ENSRNOG00000018863	Abcc10	protein_coding	ATP binding cassette subfamily C member 10 [Source:RGD Symbol;Acc:1306696]
ENSRNOG00000018892	Hcrt	protein_coding	hypocretin neuropeptide precursor [Source:RGD Symbol;Acc:2786]
ENSRNOG00000018904	Dtymk	protein_coding	deoxythymidylate kinase [Source:RGD Symbol;Acc:1309614]
