gene	BeWo.CT	SCR.CT27	SCR.CT29	rTS_SCR	e13.5_WT	e18.5_WT	gene	gene_biotype	external_gene_name	description
ENSG00000081014	0	0	0	0	0	1	ENSG00000081014	protein_coding	AP4E1	adaptor related protein complex 4 subunit epsilon 1 [Source:HGNC Symbol;Acc:HGNC:573]
ENSG00000188883	0	0	0	0	0	1	ENSG00000188883	protein_coding	KLRG2	killer cell lectin like receptor G2 [Source:HGNC Symbol;Acc:HGNC:24778]
ENSG00000085511	0	0	0	0	0	1	ENSG00000085511	protein_coding	MAP3K4	mitogen-activated protein kinase kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6856]
ENSG00000148346	0	0	0	0	0	1	ENSG00000148346	protein_coding	LCN2	lipocalin 2 [Source:HGNC Symbol;Acc:HGNC:6526]
ENSG00000111674	0	0	0	0	0	1	ENSG00000111674	protein_coding	ENO2	enolase 2 [Source:HGNC Symbol;Acc:HGNC:3353]
ENSG00000105711	0	0	0	0	0	1	ENSG00000105711	protein_coding	SCN1B	sodium voltage-gated channel beta subunit 1 [Source:HGNC Symbol;Acc:HGNC:10586]
ENSG00000163235	0	0	0	0	0	1	ENSG00000163235	protein_coding	TGFA	transforming growth factor alpha [Source:HGNC Symbol;Acc:HGNC:11765]
ENSG00000128713	0	0	0	0	0	1	ENSG00000128713	protein_coding	HOXD11	homeobox D11 [Source:HGNC Symbol;Acc:HGNC:5134]
ENSG00000102805	0	0	0	0	0	1	ENSG00000102805	protein_coding	CLN5	CLN5 intracellular trafficking protein [Source:HGNC Symbol;Acc:HGNC:2076]
ENSG00000234465	0	0	0	0	0	1	ENSG00000234465	protein_coding	PINLYP	phospholipase A2 inhibitor and LY6/PLAUR domain containing [Source:HGNC Symbol;Acc:HGNC:44206]
ENSG00000088827	0	0	0	0	0	1	
ENSG00000006118	0	0	0	0	0	1	ENSG00000006118	protein_coding	TMEM132A	transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092]
ENSG00000101280	0	0	0	0	0	1	ENSG00000101280	protein_coding	ANGPT4	angiopoietin 4 [Source:HGNC Symbol;Acc:HGNC:487]
ENSG00000174358	0	0	0	0	0	1	ENSG00000174358	protein_coding	SLC6A19	solute carrier family 6 member 19 [Source:HGNC Symbol;Acc:HGNC:27960]
ENSG00000114654	0	0	0	0	0	1	ENSG00000114654	protein_coding	EFCC1	EF-hand and coiled-coil domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25692]
ENSG00000151388	0	0	0	0	0	1	ENSG00000151388	protein_coding	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12 [Source:HGNC Symbol;Acc:HGNC:14605]
ENSG00000152527	0	0	0	0	0	1	ENSG00000152527	protein_coding	PLEKHH2	pleckstrin homology, MyTH4 and FERM domain containing H2 [Source:HGNC Symbol;Acc:HGNC:30506]
ENSG00000258227	0	0	0	0	0	1	ENSG00000258227	protein_coding	CLEC5A	C-type lectin domain containing 5A [Source:HGNC Symbol;Acc:HGNC:2054]
ENSG00000159023	0	0	0	0	0	1	ENSG00000159023	protein_coding	EPB41	erythrocyte membrane protein band 4.1 [Source:HGNC Symbol;Acc:HGNC:3377]
ENSG00000133318	0	0	0	0	0	1	ENSG00000133318	protein_coding	RTN3	reticulon 3 [Source:HGNC Symbol;Acc:HGNC:10469]
ENSG00000102554	0	0	0	0	0	1	ENSG00000102554	protein_coding	KLF5	KLF transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:6349]
ENSG00000142319	0	0	0	0	0	1	ENSG00000142319	protein_coding	SLC6A3	solute carrier family 6 member 3 [Source:HGNC Symbol;Acc:HGNC:11049]
ENSG00000164690	0	0	0	0	0	1	ENSG00000164690	protein_coding	SHH	sonic hedgehog signaling molecule [Source:HGNC Symbol;Acc:HGNC:10848]
ENSG00000104427	0	0	0	0	0	1	ENSG00000104427	protein_coding	ZC2HC1A	zinc finger C2HC-type containing 1A [Source:HGNC Symbol;Acc:HGNC:24277]
ENSG00000154589	0	0	0	0	0	1	ENSG00000154589	protein_coding	LY96	lymphocyte antigen 96 [Source:HGNC Symbol;Acc:HGNC:17156]
ENSG00000093144	0	0	0	0	0	1	ENSG00000093144	protein_coding	ECHDC1	ethylmalonyl-CoA decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:21489]
ENSG00000123607	0	0	0	0	0	1	ENSG00000123607	protein_coding	TTC21B	tetratricopeptide repeat domain 21B [Source:HGNC Symbol;Acc:HGNC:25660]
ENSG00000121297	0	0	0	0	0	1	ENSG00000121297	protein_coding	TSHZ3	teashirt zinc finger homeobox 3 [Source:HGNC Symbol;Acc:HGNC:30700]
ENSG00000117143	0	0	0	0	0	1	ENSG00000117143	protein_coding	UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:12457]
ENSG00000059915	0	0	0	0	0	1	ENSG00000059915	protein_coding	PSD	pleckstrin and Sec7 domain containing [Source:HGNC Symbol;Acc:HGNC:9507]
ENSG00000185585	0	0	0	0	0	1	ENSG00000185585	protein_coding	OLFML2A	olfactomedin like 2A [Source:HGNC Symbol;Acc:HGNC:27270]
ENSG00000152518	0	0	0	0	0	1	ENSG00000152518	protein_coding	ZFP36L2	ZFP36 ring finger protein like 2 [Source:HGNC Symbol;Acc:HGNC:1108]
ENSG00000107874	0	0	0	0	0	1	ENSG00000107874	protein_coding	CUEDC2	CUE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28352]
ENSG00000164687	0	0	0	0	0	1	ENSG00000164687	protein_coding	FABP5	fatty acid binding protein 5 [Source:HGNC Symbol;Acc:HGNC:3560]
ENSG00000171368	0	0	0	0	0	1	ENSG00000171368	protein_coding	TPPP	tubulin polymerization promoting protein [Source:HGNC Symbol;Acc:HGNC:24164]
ENSG00000106617	0	0	0	0	0	1	ENSG00000106617	protein_coding	PRKAG2	protein kinase AMP-activated non-catalytic subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:9386]
ENSG00000075340	0	0	0	0	0	1	ENSG00000075340	protein_coding	ADD2	adducin 2 [Source:HGNC Symbol;Acc:HGNC:244]
ENSG00000173511	0	0	0	0	0	1	ENSG00000173511	protein_coding	VEGFB	vascular endothelial growth factor B [Source:HGNC Symbol;Acc:HGNC:12681]
ENSG00000011105	0	0	0	0	0	1	ENSG00000011105	protein_coding	TSPAN9	tetraspanin 9 [Source:HGNC Symbol;Acc:HGNC:21640]
ENSG00000155265	0	0	0	0	0	1	ENSG00000155265	protein_coding	GOLGA7B	golgin A7 family member B [Source:HGNC Symbol;Acc:HGNC:31668]
ENSG00000187446	0	0	0	0	0	1	ENSG00000187446	protein_coding	CHP1	calcineurin like EF-hand protein 1 [Source:HGNC Symbol;Acc:HGNC:17433]
ENSG00000120162	0	0	0	0	0	1	ENSG00000120162	protein_coding	MOB3B	MOB kinase activator 3B [Source:HGNC Symbol;Acc:HGNC:23825]
ENSG00000101412	0	0	0	0	0	1	ENSG00000101412	protein_coding	E2F1	E2F transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3113]
ENSG00000128609	0	0	0	0	0	1	ENSG00000128609	protein_coding	NDUFA5	NADH:ubiquinone oxidoreductase subunit A5 [Source:HGNC Symbol;Acc:HGNC:7688]
ENSG00000118849	0	0	0	0	0	1	ENSG00000118849	protein_coding	RARRES1	retinoic acid receptor responder 1 [Source:HGNC Symbol;Acc:HGNC:9867]
ENSG00000100731	0	0	0	0	0	1	ENSG00000100731	protein_coding	PCNX1	pecanex 1 [Source:HGNC Symbol;Acc:HGNC:19740]
ENSG00000118432	0	0	0	0	0	1	ENSG00000118432	protein_coding	CNR1	cannabinoid receptor 1 [Source:HGNC Symbol;Acc:HGNC:2159]
ENSG00000198680	0	0	0	0	0	1	ENSG00000198680	protein_coding	TUSC1	tumor suppressor candidate 1 [Source:HGNC Symbol;Acc:HGNC:31010]
ENSG00000246705	0	0	0	0	0	1	ENSG00000246705	protein_coding	H2AJ	H2A.J histone [Source:HGNC Symbol;Acc:HGNC:14456]
ENSG00000172292	0	0	0	0	0	1	ENSG00000172292	protein_coding	CERS6	ceramide synthase 6 [Source:HGNC Symbol;Acc:HGNC:23826]
ENSG00000120215	0	0	0	0	0	1	ENSG00000120215	protein_coding	MLANA	melan-A [Source:HGNC Symbol;Acc:HGNC:7124]
ENSG00000187260	0	0	0	0	0	1	ENSG00000187260	protein_coding	WDR86	WD repeat domain 86 [Source:HGNC Symbol;Acc:HGNC:28020]
ENSG00000162188	0	0	0	0	0	1	ENSG00000162188	protein_coding	GNG3	G protein subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:4405]
ENSG00000173436	0	0	0	0	0	1	ENSG00000173436	protein_coding	MICOS10	mitochondrial contact site and cristae organizing system subunit 10 [Source:HGNC Symbol;Acc:HGNC:32068]
ENSG00000164294	0	0	0	0	0	1	ENSG00000164294	protein_coding	GPX8	glutathione peroxidase 8 (putative) [Source:HGNC Symbol;Acc:HGNC:33100]
ENSG00000171703	0	0	0	0	0	1	ENSG00000171703	protein_coding	TCEA2	transcription elongation factor A2 [Source:HGNC Symbol;Acc:HGNC:11614]
ENSG00000168000	0	0	0	0	0	1	ENSG00000168000	protein_coding	BSCL2	BSCL2 lipid droplet biogenesis associated, seipin [Source:HGNC Symbol;Acc:HGNC:15832]
ENSG00000197448	0	0	0	0	0	1	ENSG00000197448	protein_coding	GSTK1	glutathione S-transferase kappa 1 [Source:HGNC Symbol;Acc:HGNC:16906]
ENSG00000171700	0	0	0	0	0	1	ENSG00000171700	protein_coding	RGS19	regulator of G protein signaling 19 [Source:HGNC Symbol;Acc:HGNC:13735]
ENSG00000119655	0	0	0	0	0	1	ENSG00000119655	protein_coding	NPC2	NPC intracellular cholesterol transporter 2 [Source:HGNC Symbol;Acc:HGNC:14537]
ENSG00000123096	0	0	0	0	0	1	ENSG00000123096	protein_coding	SSPN	sarcospan [Source:HGNC Symbol;Acc:HGNC:11322]
ENSG00000196159	0	0	0	0	0	1	ENSG00000196159	protein_coding	FAT4	FAT atypical cadherin 4 [Source:HGNC Symbol;Acc:HGNC:23109]
ENSG00000139304	0	0	0	0	0	1	ENSG00000139304	protein_coding	PTPRQ	protein tyrosine phosphatase receptor type Q [Source:HGNC Symbol;Acc:HGNC:9679]
ENSG00000177666	0	0	0	0	0	1	ENSG00000177666	protein_coding	PNPLA2	patatin like phospholipase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30802]
ENSG00000080845	0	0	0	0	0	1	ENSG00000080845	protein_coding	DLGAP4	DLG associated protein 4 [Source:HGNC Symbol;Acc:HGNC:24476]
ENSG00000186487	0	0	0	0	0	1	ENSG00000186487	protein_coding	MYT1L	myelin transcription factor 1 like [Source:HGNC Symbol;Acc:HGNC:7623]
ENSG00000198420	0	0	0	0	0	1	ENSG00000198420	protein_coding	TCAF1	TRPM8 channel associated factor 1 [Source:HGNC Symbol;Acc:HGNC:22201]
ENSG00000213626	0	0	0	0	0	1	ENSG00000213626	protein_coding	LBH	LBH regulator of WNT signaling pathway [Source:HGNC Symbol;Acc:HGNC:29532]
ENSG00000134352	0	0	0	0	0	1	ENSG00000134352	protein_coding	IL6ST	interleukin 6 cytokine family signal transducer [Source:HGNC Symbol;Acc:HGNC:6021]
ENSG00000181652	0	0	0	0	0	1	ENSG00000181652	protein_coding	ATG9B	autophagy related 9B [Source:HGNC Symbol;Acc:HGNC:21899]
ENSG00000079931	0	0	0	0	0	1	ENSG00000079931	protein_coding	MOXD1	monooxygenase DBH like 1 [Source:HGNC Symbol;Acc:HGNC:21063]
ENSG00000049239	0	0	0	0	0	1	ENSG00000049239	protein_coding	H6PD	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4795]
ENSG00000111052	0	0	0	0	0	1	ENSG00000111052	protein_coding	LIN7A	lin-7 homolog A, crumbs cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:17787]
ENSG00000111713	0	0	0	0	0	1	ENSG00000111713	protein_coding	GYS2	glycogen synthase 2 [Source:HGNC Symbol;Acc:HGNC:4707]
ENSG00000077935	0	0	0	0	0	1	ENSG00000077935	protein_coding	SMC1B	structural maintenance of chromosomes 1B [Source:HGNC Symbol;Acc:HGNC:11112]
ENSG00000164867	0	0	0	0	0	1	ENSG00000164867	protein_coding	NOS3	nitric oxide synthase 3 [Source:HGNC Symbol;Acc:HGNC:7876]
ENSG00000185652	0	0	0	0	0	1	ENSG00000185652	protein_coding	NTF3	neurotrophin 3 [Source:HGNC Symbol;Acc:HGNC:8023]
ENSG00000118298	0	0	0	0	0	1	ENSG00000118298	protein_coding	CA14	carbonic anhydrase 14 [Source:HGNC Symbol;Acc:HGNC:1372]
ENSG00000155629	0	0	0	0	0	1	ENSG00000155629	protein_coding	PIK3AP1	phosphoinositide-3-kinase adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:30034]
ENSG00000132475	0	0	0	0	0	1	ENSG00000132475	protein_coding	H3-3B	H3.3 histone B [Source:HGNC Symbol;Acc:HGNC:4765]
ENSG00000073146	0	0	0	0	0	1	ENSG00000073146	protein_coding	MOV10L1	Mov10 like RISC complex RNA helicase 1 [Source:HGNC Symbol;Acc:HGNC:7201]
ENSG00000130508	0	0	0	0	0	1	ENSG00000130508	protein_coding	PXDN	peroxidasin [Source:HGNC Symbol;Acc:HGNC:14966]
ENSG00000205809	0	0	0	0	0	1	ENSG00000205809	protein_coding	KLRC2	killer cell lectin like receptor C2 [Source:HGNC Symbol;Acc:HGNC:6375]
ENSG00000205810	0	0	0	0	0	1	ENSG00000205810	protein_coding	KLRC3	killer cell lectin like receptor C3 [Source:HGNC Symbol;Acc:HGNC:6376]
ENSG00000134545	0	0	0	0	0	1	ENSG00000134545	protein_coding	KLRC1	killer cell lectin like receptor C1 [Source:HGNC Symbol;Acc:HGNC:6374]
ENSG00000183542	0	0	0	0	0	1	ENSG00000183542	protein_coding	KLRC4	killer cell lectin like receptor C4 [Source:HGNC Symbol;Acc:HGNC:6377]
ENSG00000171357	0	0	0	0	0	1	ENSG00000171357	protein_coding	LURAP1	leucine rich adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:32327]
ENSG00000205560	0	0	0	0	0	1	ENSG00000205560	protein_coding	CPT1B	carnitine palmitoyltransferase 1B [Source:HGNC Symbol;Acc:HGNC:2329]
ENSG00000173545	0	0	0	0	0	1	ENSG00000173545	protein_coding	ZNF622	zinc finger protein 622 [Source:HGNC Symbol;Acc:HGNC:30958]
ENSG00000163884	0	0	0	0	0	1	ENSG00000163884	protein_coding	KLF15	KLF transcription factor 15 [Source:HGNC Symbol;Acc:HGNC:14536]
ENSG00000182732	0	0	0	0	0	1	ENSG00000182732	protein_coding	RGS6	regulator of G protein signaling 6 [Source:HGNC Symbol;Acc:HGNC:10002]
ENSG00000186951	0	0	0	0	0	1	ENSG00000186951	protein_coding	PPARA	peroxisome proliferator activated receptor alpha [Source:HGNC Symbol;Acc:HGNC:9232]
ENSG00000101400	0	0	0	0	0	1	ENSG00000101400	protein_coding	SNTA1	syntrophin alpha 1 [Source:HGNC Symbol;Acc:HGNC:11167]
ENSG00000158022	0	0	0	0	0	1	ENSG00000158022	protein_coding	TRIM63	tripartite motif containing 63 [Source:HGNC Symbol;Acc:HGNC:16007]
ENSG00000164123	0	0	0	0	0	1	ENSG00000164123	protein_coding	C4orf45	chromosome 4 open reading frame 45 [Source:HGNC Symbol;Acc:HGNC:26342]
ENSG00000256537	0	0	0	0	0	1	ENSG00000256537	protein_coding	SMIM10L1	small integral membrane protein 10 like 1 [Source:HGNC Symbol;Acc:HGNC:49847]
ENSG00000185189	0	0	0	0	0	1	ENSG00000185189	protein_coding	NRBP2	nuclear receptor binding protein 2 [Source:HGNC Symbol;Acc:HGNC:19339]
ENSG00000122733	0	0	0	0	0	1	ENSG00000122733	protein_coding	PHF24	PHD finger protein 24 [Source:HGNC Symbol;Acc:HGNC:29180]
ENSG00000052795	0	0	0	0	0	1	ENSG00000052795	protein_coding	FNIP2	folliculin interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:29280]
ENSG00000114631	0	0	0	0	0	1	ENSG00000114631	protein_coding	PODXL2	podocalyxin like 2 [Source:HGNC Symbol;Acc:HGNC:17936]
ENSG00000091137	0	0	0	0	0	1	ENSG00000091137	protein_coding	SLC26A4	solute carrier family 26 member 4 [Source:HGNC Symbol;Acc:HGNC:8818]
ENSG00000188483	0	0	0	0	0	1	ENSG00000188483	protein_coding	IER5L	immediate early response 5 like [Source:HGNC Symbol;Acc:HGNC:23679]
ENSG00000106479	0	0	0	0	0	1	ENSG00000106479	protein_coding	ZNF862	zinc finger protein 862 [Source:HGNC Symbol;Acc:HGNC:34519]
ENSG00000171130	0	0	0	0	0	1	ENSG00000171130	protein_coding	ATP6V0E2	ATPase H+ transporting V0 subunit e2 [Source:HGNC Symbol;Acc:HGNC:21723]
ENSG00000188636	0	0	0	0	0	1	ENSG00000188636	protein_coding	RTL6	retrotransposon Gag like 6 [Source:HGNC Symbol;Acc:HGNC:13343]
ENSG00000131773	0	0	0	0	0	1	ENSG00000131773	protein_coding	KHDRBS3	KH RNA binding domain containing, signal transduction associated 3 [Source:HGNC Symbol;Acc:HGNC:18117]
ENSG00000132182	0	0	0	0	0	1	ENSG00000132182	protein_coding	NUP210	nucleoporin 210 [Source:HGNC Symbol;Acc:HGNC:30052]
ENSG00000123106	0	0	0	0	0	1	ENSG00000123106	protein_coding	CCDC91	coiled-coil domain containing 91 [Source:HGNC Symbol;Acc:HGNC:24855]
ENSG00000179163	0	0	0	0	0	1	ENSG00000179163	protein_coding	FUCA1	alpha-L-fucosidase 1 [Source:HGNC Symbol;Acc:HGNC:4006]
ENSG00000075790	0	0	0	0	0	1	ENSG00000075790	protein_coding	BCAP29	B cell receptor associated protein 29 [Source:HGNC Symbol;Acc:HGNC:24131]
ENSG00000111058	0	0	0	0	0	1	ENSG00000111058	protein_coding	ACSS3	acyl-CoA synthetase short chain family member 3 [Source:HGNC Symbol;Acc:HGNC:24723]
ENSG00000178826	0	0	0	0	0	1	ENSG00000178826	protein_coding	TMEM139	transmembrane protein 139 [Source:HGNC Symbol;Acc:HGNC:22058]
ENSG00000073150	0	0	0	0	0	1	ENSG00000073150	protein_coding	PANX2	pannexin 2 [Source:HGNC Symbol;Acc:HGNC:8600]
ENSG00000187017	0	0	0	0	0	1	ENSG00000187017	protein_coding	ESPN	espin [Source:HGNC Symbol;Acc:HGNC:13281]
ENSG00000186526	0	0	0	0	0	1	ENSG00000186526	protein_coding	CYP4F8	cytochrome P450 family 4 subfamily F member 8 [Source:HGNC Symbol;Acc:HGNC:2648]
ENSG00000107819	0	0	0	0	0	1	ENSG00000107819	protein_coding	SFXN3	sideroflexin 3 [Source:HGNC Symbol;Acc:HGNC:16087]
ENSG00000087494	0	0	0	0	0	1	ENSG00000087494	protein_coding	PTHLH	parathyroid hormone like hormone [Source:HGNC Symbol;Acc:HGNC:9607]
ENSG00000145390	0	0	0	0	0	1	ENSG00000145390	protein_coding	USP53	ubiquitin specific peptidase 53 [Source:HGNC Symbol;Acc:HGNC:29255]
ENSG00000100364	0	0	0	0	0	1	ENSG00000100364	protein_coding	KIAA0930	KIAA0930 [Source:HGNC Symbol;Acc:HGNC:1314]
ENSG00000243660	0	0	0	0	0	1	ENSG00000243660	protein_coding	ZNF487	zinc finger protein 487 [Source:HGNC Symbol;Acc:HGNC:23488]
ENSG00000138892	0	0	0	0	0	1	ENSG00000138892	protein_coding	TTLL8	tubulin tyrosine ligase like 8 [Source:HGNC Symbol;Acc:HGNC:34000]
ENSG00000261150	0	0	0	0	0	1	ENSG00000261150	protein_coding	EPPK1	epiplakin 1 [Source:HGNC Symbol;Acc:HGNC:15577]
ENSG00000203883	0	0	0	0	0	1	ENSG00000203883	protein_coding	SOX18	SRY-box transcription factor 18 [Source:HGNC Symbol;Acc:HGNC:11194]
ENSG00000133083	0	0	0	0	0	1	ENSG00000133083	protein_coding	DCLK1	doublecortin like kinase 1 [Source:HGNC Symbol;Acc:HGNC:2700]
ENSG00000147853	0	0	0	0	0	1	ENSG00000147853	protein_coding	AK3	adenylate kinase 3 [Source:HGNC Symbol;Acc:HGNC:17376]
ENSG00000100429	0	0	0	0	0	1	ENSG00000100429	protein_coding	HDAC10	histone deacetylase 10 [Source:HGNC Symbol;Acc:HGNC:18128]
ENSG00000188257	0	0	0	0	0	1	ENSG00000188257	protein_coding	PLA2G2A	phospholipase A2 group IIA [Source:HGNC Symbol;Acc:HGNC:9031]
ENSG00000060138	0	0	0	0	0	1	ENSG00000060138	protein_coding	YBX3	Y-box binding protein 3 [Source:HGNC Symbol;Acc:HGNC:2428]
ENSG00000086015	0	0	0	0	0	1	ENSG00000086015	protein_coding	MAST2	microtubule associated serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:19035]
ENSG00000131389	0	0	0	0	0	1	ENSG00000131389	protein_coding	SLC6A6	solute carrier family 6 member 6 [Source:HGNC Symbol;Acc:HGNC:11052]
ENSG00000173960	0	0	0	0	0	1	ENSG00000173960	protein_coding	UBXN2A	UBX domain protein 2A [Source:HGNC Symbol;Acc:HGNC:27265]
ENSG00000115137	0	0	0	0	0	1	ENSG00000115137	protein_coding	DNAJC27	DnaJ heat shock protein family (Hsp40) member C27 [Source:HGNC Symbol;Acc:HGNC:30290]
ENSG00000137094	0	0	0	0	0	1	ENSG00000137094	protein_coding	DNAJB5	DnaJ heat shock protein family (Hsp40) member B5 [Source:HGNC Symbol;Acc:HGNC:14887]
ENSG00000114248	0	0	0	0	0	1	ENSG00000114248	protein_coding	LRRC31	leucine rich repeat containing 31 [Source:HGNC Symbol;Acc:HGNC:26261]
ENSG00000119681	0	0	0	0	0	1	ENSG00000119681	protein_coding	LTBP2	latent transforming growth factor beta binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6715]
ENSG00000173208	0	0	0	0	0	1	ENSG00000173208	protein_coding	ABCD2	ATP binding cassette subfamily D member 2 [Source:HGNC Symbol;Acc:HGNC:66]
ENSG00000204160	0	0	0	0	0	1	ENSG00000204160	protein_coding	ZDHHC18	zinc finger DHHC-type palmitoyltransferase 18 [Source:HGNC Symbol;Acc:HGNC:20712]
ENSG00000135063	0	0	0	0	0	1	ENSG00000135063	protein_coding	ENTREP1	endosomal transmembrane epsin interactor 1 [Source:HGNC Symbol;Acc:HGNC:24820]
ENSG00000020633	0	0	0	0	0	1	ENSG00000020633	protein_coding	RUNX3	RUNX family transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:10473]
ENSG00000054983	0	0	0	0	0	1	ENSG00000054983	protein_coding	GALC	galactosylceramidase [Source:HGNC Symbol;Acc:HGNC:4115]
ENSG00000084733	0	0	0	0	0	1	ENSG00000084733	protein_coding	RAB10	RAB10, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9759]
ENSG00000133216	0	0	0	0	0	1	ENSG00000133216	protein_coding	EPHB2	EPH receptor B2 [Source:HGNC Symbol;Acc:HGNC:3393]
ENSG00000048052	0	0	0	0	0	1	
ENSG00000164237	0	0	0	0	0	1	ENSG00000164237	protein_coding	CMBL	carboxymethylenebutenolidase homolog [Source:HGNC Symbol;Acc:HGNC:25090]
ENSG00000132122	0	0	0	0	0	1	ENSG00000132122	protein_coding	SPATA6	spermatogenesis associated 6 [Source:HGNC Symbol;Acc:HGNC:18309]
ENSG00000095596	0	0	0	0	0	1	ENSG00000095596	protein_coding	CYP26A1	cytochrome P450 family 26 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2603]
ENSG00000182333	0	0	0	0	0	1	ENSG00000182333	protein_coding	LIPF	lipase F, gastric type [Source:HGNC Symbol;Acc:HGNC:6622]
ENSG00000170893	0	0	0	0	0	1	ENSG00000170893	protein_coding	TRH	thyrotropin releasing hormone [Source:HGNC Symbol;Acc:HGNC:12298]
ENSG00000084676	0	0	0	0	0	1	ENSG00000084676	protein_coding	NCOA1	nuclear receptor coactivator 1 [Source:HGNC Symbol;Acc:HGNC:7668]
ENSG00000079257	0	0	0	0	0	1	ENSG00000079257	protein_coding	LXN	latexin [Source:HGNC Symbol;Acc:HGNC:13347]
ENSG00000142619	0	0	0	0	0	1	ENSG00000142619	protein_coding	PADI3	peptidyl arginine deiminase 3 [Source:HGNC Symbol;Acc:HGNC:18337]
ENSG00000163792	0	0	0	0	0	1	ENSG00000163792	protein_coding	TCF23	transcription factor 23 [Source:HGNC Symbol;Acc:HGNC:18602]
ENSG00000137033	0	0	0	0	0	1	ENSG00000137033	protein_coding	IL33	interleukin 33 [Source:HGNC Symbol;Acc:HGNC:16028]
ENSG00000183726	0	0	0	0	0	1	ENSG00000183726	protein_coding	TMEM50A	transmembrane protein 50A [Source:HGNC Symbol;Acc:HGNC:30590]
ENSG00000157933	0	0	0	0	0	1	ENSG00000157933	protein_coding	SKI	SKI proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10896]
ENSG00000137960	0	0	0	0	0	1	ENSG00000137960	protein_coding	GIPC2	GIPC PDZ domain containing family member 2 [Source:HGNC Symbol;Acc:HGNC:18177]
ENSG00000155093	0	0	0	0	0	1	ENSG00000155093	protein_coding	PTPRN2	protein tyrosine phosphatase receptor type N2 [Source:HGNC Symbol;Acc:HGNC:9677]
ENSG00000100142	0	0	0	0	0	1	ENSG00000100142	protein_coding	POLR2F	RNA polymerase II, I and III subunit F [Source:HGNC Symbol;Acc:HGNC:9193]
ENSG00000214022	0	0	0	0	0	1	ENSG00000214022	protein_coding	REPIN1	replication initiator 1 [Source:HGNC Symbol;Acc:HGNC:17922]
ENSG00000215182	0	0	0	0	0	1	ENSG00000215182	protein_coding	MUC5AC	mucin 5AC, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:HGNC:7515]
ENSG00000100767	0	0	0	0	0	1	ENSG00000100767	protein_coding	PAPLN	papilin, proteoglycan like sulfated glycoprotein [Source:HGNC Symbol;Acc:HGNC:19262]
ENSG00000122691	0	0	0	0	0	1	ENSG00000122691	protein_coding	TWIST1	twist family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:12428]
ENSG00000168785	0	0	0	0	0	1	ENSG00000168785	protein_coding	TSPAN5	tetraspanin 5 [Source:HGNC Symbol;Acc:HGNC:17753]
ENSG00000119715	0	0	0	0	0	1	ENSG00000119715	protein_coding	ESRRB	estrogen related receptor beta [Source:HGNC Symbol;Acc:HGNC:3473]
ENSG00000129009	0	0	0	0	0	1	ENSG00000129009	protein_coding	ISLR	immunoglobulin superfamily containing leucine rich repeat [Source:HGNC Symbol;Acc:HGNC:6133]
ENSG00000147852	0	0	0	0	0	1	ENSG00000147852	protein_coding	VLDLR	very low density lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:12698]
ENSG00000117298	0	0	0	0	0	1	ENSG00000117298	protein_coding	ECE1	endothelin converting enzyme 1 [Source:HGNC Symbol;Acc:HGNC:3146]
ENSG00000168056	0	0	0	0	0	1	ENSG00000168056	protein_coding	LTBP3	latent transforming growth factor beta binding protein 3 [Source:HGNC Symbol;Acc:HGNC:6716]
ENSG00000171819	0	0	0	0	0	1	ENSG00000171819	protein_coding	ANGPTL7	angiopoietin like 7 [Source:HGNC Symbol;Acc:HGNC:24078]
ENSG00000165533	0	0	0	0	0	1	ENSG00000165533	protein_coding	TTC8	tetratricopeptide repeat domain 8 [Source:HGNC Symbol;Acc:HGNC:20087]
ENSG00000154114	0	0	0	0	0	1	ENSG00000154114	protein_coding	TBCEL	tubulin folding cofactor E like [Source:HGNC Symbol;Acc:HGNC:28115]
ENSG00000167139	0	0	0	0	0	1	ENSG00000167139	protein_coding	TBC1D21	TBC1 domain family member 21 [Source:HGNC Symbol;Acc:HGNC:28536]
