gene	BeWo.KD	Plac1.CT27	Plac1.CT29	rTS_Plac1	e13.5_KO	e18.5_KO	gene	gene_biotype	external_gene_name	description
ENSG00000165698	0	0	0	0	0	1	ENSG00000165698	protein_coding	SPACA9	sperm acrosome associated 9 [Source:HGNC Symbol;Acc:HGNC:1367]
ENSG00000128917	0	0	0	0	0	1	ENSG00000128917	protein_coding	DLL4	delta like canonical Notch ligand 4 [Source:HGNC Symbol;Acc:HGNC:2910]
ENSG00000221866	0	0	0	0	0	1	ENSG00000221866	protein_coding	PLXNA4	plexin A4 [Source:HGNC Symbol;Acc:HGNC:9102]
ENSG00000196937	0	0	0	0	0	1	ENSG00000196937	protein_coding	FAM3C	FAM3 metabolism regulating signaling molecule C [Source:HGNC Symbol;Acc:HGNC:18664]
ENSG00000160271	0	0	0	0	0	1	ENSG00000160271	protein_coding	RALGDS	ral guanine nucleotide dissociation stimulator [Source:HGNC Symbol;Acc:HGNC:9842]
ENSG00000171840	0	0	0	0	0	1	ENSG00000171840	protein_coding	NINJ2	ninjurin 2 [Source:HGNC Symbol;Acc:HGNC:7825]
ENSG00000105894	0	0	0	0	0	1	ENSG00000105894	protein_coding	PTN	pleiotrophin [Source:HGNC Symbol;Acc:HGNC:9630]
ENSG00000101115	0	0	0	0	0	1	ENSG00000101115	protein_coding	SALL4	spalt like transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:15924]
ENSG00000160439	0	0	0	0	0	1	ENSG00000160439	protein_coding	RDH13	retinol dehydrogenase 13 [Source:HGNC Symbol;Acc:HGNC:19978]
ENSG00000187122	0	0	0	0	0	1	ENSG00000187122	protein_coding	SLIT1	slit guidance ligand 1 [Source:HGNC Symbol;Acc:HGNC:11085]
ENSG00000130558	0	0	0	0	0	1	ENSG00000130558	protein_coding	OLFM1	olfactomedin 1 [Source:HGNC Symbol;Acc:HGNC:17187]
ENSG00000188523	0	0	0	0	0	1	ENSG00000188523	protein_coding	CFAP77	cilia and flagella associated protein 77 [Source:HGNC Symbol;Acc:HGNC:33776]
ENSG00000169877	0	0	0	0	0	1	ENSG00000169877	protein_coding	AHSP	alpha hemoglobin stabilizing protein [Source:HGNC Symbol;Acc:HGNC:18075]
ENSG00000177045	0	0	0	0	0	1	ENSG00000177045	protein_coding	SIX5	SIX homeobox 5 [Source:HGNC Symbol;Acc:HGNC:10891]
ENSG00000118971	0	0	0	0	0	1	ENSG00000118971	protein_coding	CCND2	cyclin D2 [Source:HGNC Symbol;Acc:HGNC:1583]
ENSG00000172893	0	0	0	0	0	1	ENSG00000172893	protein_coding	DHCR7	7-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2860]
ENSG00000124440	0	0	0	0	0	1	ENSG00000124440	protein_coding	HIF3A	hypoxia inducible factor 3 subunit alpha [Source:HGNC Symbol;Acc:HGNC:15825]
ENSG00000106992	0	0	0	0	0	1	ENSG00000106992	protein_coding	AK1	adenylate kinase 1 [Source:HGNC Symbol;Acc:HGNC:361]
ENSG00000163072	0	0	0	0	0	1	ENSG00000163072	protein_coding	NOSTRIN	nitric oxide synthase trafficking [Source:HGNC Symbol;Acc:HGNC:20203]
ENSG00000159409	0	0	0	0	0	1	ENSG00000159409	protein_coding	CELF3	CUGBP Elav-like family member 3 [Source:HGNC Symbol;Acc:HGNC:11967]
ENSG00000110799	0	0	0	0	0	1	ENSG00000110799	protein_coding	VWF	von Willebrand factor [Source:HGNC Symbol;Acc:HGNC:12726]
ENSG00000124098	0	0	0	0	0	1	ENSG00000124098	protein_coding	FAM210B	family with sequence similarity 210 member B [Source:HGNC Symbol;Acc:HGNC:16102]
ENSG00000085563	0	0	0	0	0	1	ENSG00000085563	protein_coding	ABCB1	ATP binding cassette subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:40]
ENSG00000167604	0	0	0	0	0	1	ENSG00000167604	protein_coding	NFKBID	NFKB inhibitor delta [Source:HGNC Symbol;Acc:HGNC:15671]
ENSG00000132837	0	0	0	0	0	1	ENSG00000132837	protein_coding	DMGDH	dimethylglycine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24475]
ENSG00000087586	0	0	0	0	0	1	ENSG00000087586	protein_coding	AURKA	aurora kinase A [Source:HGNC Symbol;Acc:HGNC:11393]
ENSG00000115159	0	0	0	0	0	1	ENSG00000115159	protein_coding	GPD2	glycerol-3-phosphate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:4456]
ENSG00000205189	0	0	0	0	0	1	ENSG00000205189	protein_coding	ZBTB10	zinc finger and BTB domain containing 10 [Source:HGNC Symbol;Acc:HGNC:30953]
ENSG00000125618	0	0	0	0	0	1	ENSG00000125618	protein_coding	PAX8	paired box 8 [Source:HGNC Symbol;Acc:HGNC:8622]
ENSG00000154269	0	0	0	0	0	1	ENSG00000154269	protein_coding	ENPP3	ectonucleotide pyrophosphatase/phosphodiesterase 3 [Source:HGNC Symbol;Acc:HGNC:3358]
ENSG00000172878	0	0	0	0	0	1	ENSG00000172878	protein_coding	METAP1D	methionyl aminopeptidase type 1D, mitochondrial [Source:HGNC Symbol;Acc:HGNC:32583]
ENSG00000136696	0	0	0	0	0	1	ENSG00000136696	protein_coding	IL36B	interleukin 36 beta [Source:HGNC Symbol;Acc:HGNC:15564]
ENSG00000132749	0	0	0	0	0	1	ENSG00000132749	protein_coding	TESMIN	testis expressed metallothionein like protein [Source:HGNC Symbol;Acc:HGNC:7446]
ENSG00000138735	0	0	0	0	0	1	ENSG00000138735	protein_coding	PDE5A	phosphodiesterase 5A [Source:HGNC Symbol;Acc:HGNC:8784]
ENSG00000171385	0	0	0	0	0	1	ENSG00000171385	protein_coding	KCND3	potassium voltage-gated channel subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:6239]
ENSG00000158445	0	0	0	0	0	1	ENSG00000158445	protein_coding	KCNB1	potassium voltage-gated channel subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:6231]
ENSG00000162366	0	0	0	0	0	1	ENSG00000162366	protein_coding	PDZK1IP1	PDZK1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16887]
ENSG00000124205	0	0	0	0	0	1	ENSG00000124205	protein_coding	EDN3	endothelin 3 [Source:HGNC Symbol;Acc:HGNC:3178]
ENSG00000146477	0	0	0	0	0	1	ENSG00000146477	protein_coding	SLC22A3	solute carrier family 22 member 3 [Source:HGNC Symbol;Acc:HGNC:10967]
ENSG00000105738	0	0	0	0	0	1	ENSG00000105738	protein_coding	SIPA1L3	signal induced proliferation associated 1 like 3 [Source:HGNC Symbol;Acc:HGNC:23801]
ENSG00000257093	0	0	0	0	0	1	ENSG00000257093	protein_coding	DENND11	DENN domain containing 11 [Source:HGNC Symbol;Acc:HGNC:29472]
ENSG00000174950	0	0	0	0	0	1	ENSG00000174950	protein_coding	CD164L2	CD164 molecule like 2 [Source:HGNC Symbol;Acc:HGNC:32043]
ENSG00000120049	0	0	0	0	0	1	ENSG00000120049	protein_coding	KCNIP2	potassium voltage-gated channel interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:15522]
ENSG00000184261	0	0	0	0	0	1	ENSG00000184261	protein_coding	KCNK12	potassium two pore domain channel subfamily K member 12 [Source:HGNC Symbol;Acc:HGNC:6274]
ENSG00000115271	0	0	0	0	0	1	ENSG00000115271	protein_coding	GCA	grancalcin [Source:HGNC Symbol;Acc:HGNC:15990]
ENSG00000101003	0	0	0	0	0	1	ENSG00000101003	protein_coding	GINS1	GINS complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:28980]
ENSG00000272333	0	0	0	0	0	1	ENSG00000272333	protein_coding	KMT2B	lysine methyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:15840]
ENSG00000056558	0	0	0	0	0	1	ENSG00000056558	protein_coding	TRAF1	TNF receptor associated factor 1 [Source:HGNC Symbol;Acc:HGNC:12031]
ENSG00000128607	0	0	0	0	0	1	ENSG00000128607	protein_coding	KLHDC10	kelch domain containing 10 [Source:HGNC Symbol;Acc:HGNC:22194]
ENSG00000283632	0	0	0	0	0	1	ENSG00000283632	protein_coding	EXOC3L2	exocyst complex component 3 like 2 [Source:HGNC Symbol;Acc:HGNC:30162]
ENSG00000126500	0	0	0	0	0	1	ENSG00000126500	protein_coding	FLRT1	fibronectin leucine rich transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:3760]
ENSG00000183114	0	0	0	0	0	1	ENSG00000183114	protein_coding	FAM43B	family with sequence similarity 43 member B [Source:HGNC Symbol;Acc:HGNC:31791]
ENSG00000160539	0	0	0	0	0	1	ENSG00000160539	protein_coding	PLPP7	phospholipid phosphatase 7 (inactive) [Source:HGNC Symbol;Acc:HGNC:28174]
ENSG00000091106	0	0	0	0	0	1	ENSG00000091106	protein_coding	NLRC4	NLR family CARD domain containing 4 [Source:HGNC Symbol;Acc:HGNC:16412]
ENSG00000122778	0	0	0	0	0	1	ENSG00000122778	protein_coding	KIAA1549	KIAA1549 [Source:HGNC Symbol;Acc:HGNC:22219]
ENSG00000117676	0	0	0	0	0	1	ENSG00000117676	protein_coding	RPS6KA1	ribosomal protein S6 kinase A1 [Source:HGNC Symbol;Acc:HGNC:10430]
ENSG00000162227	0	0	0	0	0	1	ENSG00000162227	protein_coding	TAF6L	TATA-box binding protein associated factor 6 like [Source:HGNC Symbol;Acc:HGNC:17305]
ENSG00000112319	0	0	0	0	0	1	ENSG00000112319	protein_coding	EYA4	EYA transcriptional coactivator and phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:3522]
ENSG00000125898	0	0	0	0	0	1	ENSG00000125898	protein_coding	FAM110A	family with sequence similarity 110 member A [Source:HGNC Symbol;Acc:HGNC:16188]
ENSG00000095627	0	0	0	0	0	1	ENSG00000095627	protein_coding	TDRD1	tudor domain containing 1 [Source:HGNC Symbol;Acc:HGNC:11712]
ENSG00000135622	0	0	0	0	0	1	ENSG00000135622	protein_coding	SEMA4F	ssemaphorin 4F [Source:HGNC Symbol;Acc:HGNC:10734]
ENSG00000118526	0	0	0	0	0	1	ENSG00000118526	protein_coding	TCF21	transcription factor 21 [Source:HGNC Symbol;Acc:HGNC:11632]
ENSG00000165816	0	0	0	0	0	1	ENSG00000165816	protein_coding	VWA2	von Willebrand factor A domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24709]
ENSG00000101276	0	0	0	0	0	1	ENSG00000101276	protein_coding	SLC52A3	solute carrier family 52 member 3 [Source:HGNC Symbol;Acc:HGNC:16187]
ENSG00000103356	0	0	0	0	0	1	ENSG00000103356	protein_coding	EARS2	glutamyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:29419]
ENSG00000151962	0	0	0	0	0	1	ENSG00000151962	protein_coding	RBM46	RNA binding motif protein 46 [Source:HGNC Symbol;Acc:HGNC:28401]
ENSG00000099337	0	0	0	0	0	1	ENSG00000099337	protein_coding	KCNK6	potassium two pore domain channel subfamily K member 6 [Source:HGNC Symbol;Acc:HGNC:6281]
ENSG00000152670	0	0	0	0	0	1	ENSG00000152670	protein_coding	DDX4	DEAD-box helicase 4 [Source:HGNC Symbol;Acc:HGNC:18700]
ENSG00000172932	0	0	0	0	0	1	ENSG00000172932	protein_coding	ANKRD13D	ankyrin repeat domain 13D [Source:HGNC Symbol;Acc:HGNC:27880]
ENSG00000177853	0	0	0	0	0	1	ENSG00000177853	protein_coding	ZNF518A	zinc finger protein 518A [Source:HGNC Symbol;Acc:HGNC:29009]
ENSG00000169129	0	0	0	0	0	1	ENSG00000169129	protein_coding	AFAP1L2	actin filament associated protein 1 like 2 [Source:HGNC Symbol;Acc:HGNC:25901]
ENSG00000011566	0	0	0	0	0	1	ENSG00000011566	protein_coding	MAP4K3	mitogen-activated protein kinase kinase kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6865]
ENSG00000139182	0	0	0	0	0	1	ENSG00000139182	protein_coding	CLSTN3	calsyntenin 3 [Source:HGNC Symbol;Acc:HGNC:18371]
ENSG00000143603	0	0	0	0	0	1	ENSG00000143603	protein_coding	KCNN3	potassium calcium-activated channel subfamily N member 3 [Source:HGNC Symbol;Acc:HGNC:6292]
ENSG00000111880	0	0	0	0	0	1	ENSG00000111880	protein_coding	RNGTT	RNA guanylyltransferase and 5'-phosphatase [Source:HGNC Symbol;Acc:HGNC:10073]
ENSG00000163017	0	0	0	0	0	1	ENSG00000163017	protein_coding	ACTG2	actin gamma 2, smooth muscle [Source:HGNC Symbol;Acc:HGNC:145]
ENSG00000196074	0	0	0	0	0	1	ENSG00000196074	protein_coding	SYCP2	synaptonemal complex protein 2 [Source:HGNC Symbol;Acc:HGNC:11490]
ENSG00000115339	0	0	0	0	0	1	ENSG00000115339	protein_coding	GALNT3	polypeptide N-acetylgalactosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:4125]
ENSG00000114790	0	0	0	0	0	1	ENSG00000114790	protein_coding	ARHGEF26	Rho guanine nucleotide exchange factor 26 [Source:HGNC Symbol;Acc:HGNC:24490]
ENSG00000164362	0	0	0	0	0	1	ENSG00000164362	protein_coding	TERT	telomerase reverse transcriptase [Source:HGNC Symbol;Acc:HGNC:11730]
ENSG00000100626	0	0	0	0	0	1	ENSG00000100626	protein_coding	GALNT16	polypeptide N-acetylgalactosaminyltransferase 16 [Source:HGNC Symbol;Acc:HGNC:23233]
ENSG00000176435	0	0	0	0	0	1	ENSG00000176435	protein_coding	CLEC14A	C-type lectin domain containing 14A [Source:HGNC Symbol;Acc:HGNC:19832]
ENSG00000134802	0	0	0	0	0	1	ENSG00000134802	protein_coding	SLC43A3	solute carrier family 43 member 3 [Source:HGNC Symbol;Acc:HGNC:17466]
ENSG00000151360	0	0	0	0	0	1	ENSG00000151360	protein_coding	ALLC	allantoicase [Source:HGNC Symbol;Acc:HGNC:17377]
ENSG00000148803	0	0	0	0	0	1	ENSG00000148803	protein_coding	FUOM	fucose mutarotase [Source:HGNC Symbol;Acc:HGNC:24733]
ENSG00000129744	0	0	0	0	0	1	ENSG00000129744	protein_coding	ART1	ADP-ribosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:723]
ENSG00000132781	0	0	0	0	0	1	ENSG00000132781	protein_coding	MUTYH	mutY DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:7527]
ENSG00000184908	0	0	0	0	0	1	ENSG00000184908	protein_coding	CLCNKB	chloride voltage-gated channel Kb [Source:HGNC Symbol;Acc:HGNC:2027]
ENSG00000101187	0	0	0	0	0	1	ENSG00000101187	protein_coding	SLCO4A1	solute carrier organic anion transporter family member 4A1 [Source:HGNC Symbol;Acc:HGNC:10953]
ENSG00000073111	0	0	0	0	0	1	ENSG00000073111	protein_coding	MCM2	minichromosome maintenance complex component 2 [Source:HGNC Symbol;Acc:HGNC:6944]
ENSG00000144331	0	0	0	0	0	1	ENSG00000144331	protein_coding	ZNF385B	zinc finger protein 385B [Source:HGNC Symbol;Acc:HGNC:26332]
ENSG00000185436	0	0	0	0	0	1	ENSG00000185436	protein_coding	IFNLR1	interferon lambda receptor 1 [Source:HGNC Symbol;Acc:HGNC:18584]
ENSG00000143412	0	0	0	0	0	1	ENSG00000143412	protein_coding	ANXA9	annexin A9 [Source:HGNC Symbol;Acc:HGNC:547]
ENSG00000117983	0	0	0	0	0	1	ENSG00000117983	protein_coding	MUC5B	mucin 5B, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:HGNC:7516]
ENSG00000115232	0	0	0	0	0	1	ENSG00000115232	protein_coding	ITGA4	integrin subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:6140]
ENSG00000100344	0	0	0	0	0	1	ENSG00000100344	protein_coding	PNPLA3	patatin like phospholipase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:18590]
ENSG00000198780	0	0	0	0	0	1	ENSG00000198780	protein_coding	FAM169A	family with sequence similarity 169 member A [Source:HGNC Symbol;Acc:HGNC:29138]
ENSG00000162878	0	0	0	0	0	1	ENSG00000162878	protein_coding	PKDCC	protein kinase domain containing, cytoplasmic [Source:HGNC Symbol;Acc:HGNC:25123]
ENSG00000119121	0	0	0	0	0	1	ENSG00000119121	protein_coding	TRPM6	transient receptor potential cation channel subfamily M member 6 [Source:HGNC Symbol;Acc:HGNC:17995]
ENSG00000104267	0	0	0	0	0	1	ENSG00000104267	protein_coding	CA2	carbonic anhydrase 2 [Source:HGNC Symbol;Acc:HGNC:1373]
ENSG00000126091	0	0	0	0	0	1	ENSG00000126091	protein_coding	ST3GAL3	ST3 beta-galactoside alpha-2,3-sialyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:10866]
ENSG00000134326	0	0	0	0	0	1	ENSG00000134326	protein_coding	CMPK2	cytidine/uridine monophosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:27015]
ENSG00000164976	0	0	0	0	0	1	ENSG00000164976	protein_coding	MYORG	myogenesis regulating glycosidase (putative) [Source:HGNC Symbol;Acc:HGNC:19918]
ENSG00000167646	0	0	0	0	0	1	ENSG00000167646	protein_coding	DNAAF3	dynein axonemal assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:30492]
ENSG00000186638	0	0	0	0	0	1	ENSG00000186638	protein_coding	KIF24	kinesin family member 24 [Source:HGNC Symbol;Acc:HGNC:19916]
ENSG00000177565	0	0	0	0	0	1	ENSG00000177565	protein_coding	TBL1XR1	TBL1X/Y related 1 [Source:HGNC Symbol;Acc:HGNC:29529]
ENSG00000101158	0	0	0	0	0	1	ENSG00000101158	protein_coding	NELFCD	negative elongation factor complex member C/D [Source:HGNC Symbol;Acc:HGNC:15934]
ENSG00000180043	0	0	0	0	0	1	ENSG00000180043	protein_coding	GARIN5B	golgi associated RAB2 interactor family member 5B [Source:HGNC Symbol;Acc:HGNC:25278]
ENSG00000101160	0	0	0	0	0	1	ENSG00000101160	protein_coding	CTSZ	cathepsin Z [Source:HGNC Symbol;Acc:HGNC:2547]
ENSG00000133619	0	0	0	0	0	1	ENSG00000133619	protein_coding	KRBA1	KRAB-A domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22228]
ENSG00000152154	0	0	0	0	0	1	ENSG00000152154	protein_coding	TMEM178A	transmembrane protein 178A [Source:HGNC Symbol;Acc:HGNC:28517]
ENSG00000180921	0	0	0	0	0	1	ENSG00000180921	protein_coding	FAM83H	family with sequence similarity 83 member H [Source:HGNC Symbol;Acc:HGNC:24797]
ENSG00000163803	0	0	0	0	0	1	ENSG00000163803	protein_coding	PLB1	phospholipase B1 [Source:HGNC Symbol;Acc:HGNC:30041]
ENSG00000070476	0	0	0	0	0	1	ENSG00000070476	protein_coding	ZXDC	ZXD family zinc finger C [Source:HGNC Symbol;Acc:HGNC:28160]
ENSG00000057935	0	0	0	0	0	1	ENSG00000057935	protein_coding	MTA3	metastasis associated 1 family member 3 [Source:HGNC Symbol;Acc:HGNC:23784]
ENSG00000157873	0	0	0	0	0	1	ENSG00000157873	protein_coding	TNFRSF14	TNF receptor superfamily member 14 [Source:HGNC Symbol;Acc:HGNC:11912]
ENSG00000137463	0	0	0	0	0	1	ENSG00000137463	protein_coding	MGARP	mitochondria localized glutamic acid rich protein [Source:HGNC Symbol;Acc:HGNC:29969]
ENSG00000063241	0	0	0	0	0	1	ENSG00000063241	protein_coding	ISOC2	isochorismatase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26278]
ENSG00000100253	0	0	0	0	0	1	ENSG00000100253	protein_coding	MIOX	myo-inositol oxygenase [Source:HGNC Symbol;Acc:HGNC:14522]
ENSG00000145555	0	0	0	0	0	1	ENSG00000145555	protein_coding	MYO10	myosin X [Source:HGNC Symbol;Acc:HGNC:7593]
ENSG00000121067	0	0	0	0	0	1	ENSG00000121067	protein_coding	SPOP	speckle type BTB/POZ protein [Source:HGNC Symbol;Acc:HGNC:11254]
ENSG00000181085	0	0	0	0	0	1	ENSG00000181085	protein_coding	MAPK15	mitogen-activated protein kinase 15 [Source:HGNC Symbol;Acc:HGNC:24667]
ENSG00000106462	0	0	0	0	0	1	ENSG00000106462	protein_coding	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:3527]
ENSG00000159650	0	0	0	0	0	1	ENSG00000159650	protein_coding	UROC1	urocanate hydratase 1 [Source:HGNC Symbol;Acc:HGNC:26444]
ENSG00000046889	0	0	0	0	0	1	ENSG00000046889	protein_coding	PREX2	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:22950]
ENSG00000134817	0	0	0	0	0	1	ENSG00000134817	protein_coding	APLNR	apelin receptor [Source:HGNC Symbol;Acc:HGNC:339]
ENSG00000105122	0	0	0	0	0	1	ENSG00000105122	protein_coding	RASAL3	RAS protein activator like 3 [Source:HGNC Symbol;Acc:HGNC:26129]
ENSG00000146904	0	0	0	0	0	1	ENSG00000146904	protein_coding	EPHA1	EPH receptor A1 [Source:HGNC Symbol;Acc:HGNC:3385]
ENSG00000213923	0	0	0	0	0	1	ENSG00000213923	protein_coding	CSNK1E	casein kinase 1 epsilon [Source:HGNC Symbol;Acc:HGNC:2453]
ENSG00000158006	0	0	0	0	0	1	ENSG00000158006	protein_coding	PAFAH2	platelet activating factor acetylhydrolase 2 [Source:HGNC Symbol;Acc:HGNC:8579]
ENSG00000129534	0	0	0	0	0	1	ENSG00000129534	protein_coding	MIS18BP1	MIS18 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:20190]
ENSG00000171954	0	0	0	0	0	1	ENSG00000171954	protein_coding	CYP4F22	cytochrome P450 family 4 subfamily F member 22 [Source:HGNC Symbol;Acc:HGNC:26820]
ENSG00000120949	0	0	0	0	0	1	ENSG00000120949	protein_coding	TNFRSF8	TNF receptor superfamily member 8 [Source:HGNC Symbol;Acc:HGNC:11923]
ENSG00000198125	0	0	0	0	0	1	ENSG00000198125	protein_coding	MB	myoglobin [Source:HGNC Symbol;Acc:HGNC:6915]
ENSG00000187109	0	0	0	0	0	1	ENSG00000187109	protein_coding	NAP1L1	nucleosome assembly protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:7637]
ENSG00000186526	0	0	0	0	0	1	ENSG00000186526	protein_coding	CYP4F8	cytochrome P450 family 4 subfamily F member 8 [Source:HGNC Symbol;Acc:HGNC:2648]
ENSG00000172613	0	0	0	0	0	1	ENSG00000172613	protein_coding	RAD9A	RAD9 checkpoint clamp component A [Source:HGNC Symbol;Acc:HGNC:9827]
ENSG00000089902	0	0	0	0	0	1	ENSG00000089902	protein_coding	RCOR1	REST corepressor 1 [Source:HGNC Symbol;Acc:HGNC:17441]
ENSG00000175505	0	0	0	0	0	1	ENSG00000175505	protein_coding	CLCF1	cardiotrophin like cytokine factor 1 [Source:HGNC Symbol;Acc:HGNC:17412]
ENSG00000185697	0	0	0	0	0	1	ENSG00000185697	protein_coding	MYBL1	MYB proto-oncogene like 1 [Source:HGNC Symbol;Acc:HGNC:7547]
ENSG00000198133	0	0	0	0	0	1	ENSG00000198133	protein_coding	TMEM229B	transmembrane protein 229B [Source:HGNC Symbol;Acc:HGNC:20130]
ENSG00000164649	0	0	0	0	0	1	ENSG00000164649	protein_coding	CDCA7L	cell division cycle associated 7 like [Source:HGNC Symbol;Acc:HGNC:30777]
ENSG00000204219	0	0	0	0	0	1	ENSG00000204219	protein_coding	TCEA3	transcription elongation factor A3 [Source:HGNC Symbol;Acc:HGNC:11615]
ENSG00000183150	0	0	0	0	0	1	ENSG00000183150	protein_coding	GPR19	G protein-coupled receptor 19 [Source:HGNC Symbol;Acc:HGNC:4473]
ENSG00000179403	0	0	0	0	0	1	ENSG00000179403	protein_coding	VWA1	von Willebrand factor A domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30910]
ENSG00000106546	0	0	0	0	0	1	ENSG00000106546	protein_coding	AHR	aryl hydrocarbon receptor [Source:HGNC Symbol;Acc:HGNC:348]
ENSG00000180767	0	0	0	0	0	1	ENSG00000180767	protein_coding	CHST13	carbohydrate sulfotransferase 13 [Source:HGNC Symbol;Acc:HGNC:21755]
ENSG00000120217	0	0	0	0	0	1	ENSG00000120217	protein_coding	CD274	CD274 molecule [Source:HGNC Symbol;Acc:HGNC:17635]
ENSG00000105877	0	0	0	0	0	1	ENSG00000105877	protein_coding	DNAH11	dynein axonemal heavy chain 11 [Source:HGNC Symbol;Acc:HGNC:2942]
ENSG00000197992	0	0	0	0	0	1	ENSG00000197992	protein_coding	CLEC9A	C-type lectin domain containing 9A [Source:HGNC Symbol;Acc:HGNC:26705]
ENSG00000182749	0	0	0	0	0	1	ENSG00000182749	protein_coding	PAQR7	progestin and adipoQ receptor family member 7 [Source:HGNC Symbol;Acc:HGNC:23146]
ENSG00000150048	0	0	0	0	0	1	ENSG00000150048	protein_coding	CLEC1A	C-type lectin domain family 1 member A [Source:HGNC Symbol;Acc:HGNC:24355]
ENSG00000002726	0	0	0	0	0	1	ENSG00000002726	protein_coding	AOC1	amine oxidase copper containing 1 [Source:HGNC Symbol;Acc:HGNC:80]
ENSG00000189292	0	0	0	0	0	1	ENSG00000189292	protein_coding	ALKAL2	ALK and LTK ligand 2 [Source:HGNC Symbol;Acc:HGNC:27683]
ENSG00000184005	0	0	0	0	0	1	ENSG00000184005	protein_coding	ST6GALNAC3	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:19343]
ENSG00000089847	0	0	0	0	0	1	ENSG00000089847	protein_coding	ANKRD24	ankyrin repeat domain 24 [Source:HGNC Symbol;Acc:HGNC:29424]
ENSG00000139083	0	0	0	0	0	1	ENSG00000139083	protein_coding	ETV6	ETS variant transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:3495]
ENSG00000140044	0	0	0	0	0	1	ENSG00000140044	protein_coding	JDP2	Jun dimerization protein 2 [Source:HGNC Symbol;Acc:HGNC:17546]
ENSG00000137941	0	0	0	0	0	1	ENSG00000137941	protein_coding	TTLL7	tubulin tyrosine ligase like 7 [Source:HGNC Symbol;Acc:HGNC:26242]
ENSG00000070882	0	0	0	0	0	1	ENSG00000070882	protein_coding	OSBPL3	oxysterol binding protein like 3 [Source:HGNC Symbol;Acc:HGNC:16370]
ENSG00000115884	0	0	0	0	0	1	ENSG00000115884	protein_coding	SDC1	syndecan 1 [Source:HGNC Symbol;Acc:HGNC:10658]
ENSG00000071246	0	0	0	0	0	1	ENSG00000071246	protein_coding	VASH1	vasohibin 1 [Source:HGNC Symbol;Acc:HGNC:19964]
ENSG00000184677	0	0	0	0	0	1	ENSG00000184677	protein_coding	ZBTB40	zinc finger and BTB domain containing 40 [Source:HGNC Symbol;Acc:HGNC:29045]
ENSG00000118960	0	0	0	0	0	1	ENSG00000118960	protein_coding	HS1BP3	HCLS1 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:24979]
ENSG00000106511	0	0	0	0	0	1	ENSG00000106511	protein_coding	MEOX2	mesenchyme homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7014]
ENSG00000187144	0	0	0	0	0	1	ENSG00000187144	protein_coding	SPATA21	spermatogenesis associated 21 [Source:HGNC Symbol;Acc:HGNC:28026]
ENSG00000121380	0	0	0	0	0	1	ENSG00000121380	protein_coding	BCL2L14	BCL2 like 14 [Source:HGNC Symbol;Acc:HGNC:16657]
ENSG00000143867	0	0	0	0	0	1	ENSG00000143867	protein_coding	OSR1	odd-skipped related transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:8111]
ENSG00000095539	0	0	0	0	0	1	ENSG00000095539	protein_coding	SEMA4G	semaphorin 4G [Source:HGNC Symbol;Acc:HGNC:10735]
ENSG00000100385	0	0	0	0	0	1	ENSG00000100385	protein_coding	IL2RB	interleukin 2 receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:6009]
