gene	rTS_Plac1	e13.5_KO	e18.5_KO	gene	external_gene_name	gene_biotype	description
ENSRNOG00000004405	0	0	1	ENSRNOG00000004405	Pigr	protein_coding	polymeric immunoglobulin receptor [Source:RGD Symbol;Acc:3328]
ENSRNOG00000004430	0	0	1	ENSRNOG00000004430	Cep131	protein_coding	centrosomal protein 131 [Source:RGD Symbol;Acc:1307745]
ENSRNOG00000004537	0	0	1	ENSRNOG00000004537	Rxrg	protein_coding	retinoid X receptor gamma [Source:RGD Symbol;Acc:620046]
ENSRNOG00000004686	0	0	1	ENSRNOG00000004686	Spop	protein_coding	speckle type BTB/POZ protein [Source:RGD Symbol;Acc:1311613]
ENSRNOG00000004737	0	0	1	ENSRNOG00000004737	Cd48	protein_coding	Cd48 molecule [Source:RGD Symbol;Acc:620620]
ENSRNOG00000004805	0	0	1	ENSRNOG00000004805	Stac2	protein_coding	SH3 and cysteine rich domain 2 [Source:RGD Symbol;Acc:1305548]
ENSRNOG00000004917	0	0	1	ENSRNOG00000004917	Rasal2	protein_coding	RAS protein activator like 2 [Source:RGD Symbol;Acc:1307566]
ENSRNOG00000004932	0	0	1	ENSRNOG00000004932	Sel1l3	protein_coding	SEL1L family member 3 [Source:RGD Symbol;Acc:1562860]
ENSRNOG00000004956	0	0	1	ENSRNOG00000004956	Jade2	protein_coding	jade family PHD finger 2 [Source:RGD Symbol;Acc:1309152]
ENSRNOG00000004998	0	0	1	ENSRNOG00000004998	Jakmip1	protein_coding	janus kinase and microtubule interacting protein 1 [Source:MGI Symbol;Acc:MGI:1923321]
ENSRNOG00000005016	0	0	1	ENSRNOG00000005016	Tmed4	protein_coding	transmembrane p24 trafficking protein 4 [Source:RGD Symbol;Acc:1306319]
ENSRNOG00000005093	0	0	1	ENSRNOG00000005093	Lgr6	protein_coding	leucine-rich repeat-containing G protein-coupled receptor 6 [Source:RGD Symbol;Acc:1560339]
ENSRNOG00000005147	0	0	1	ENSRNOG00000005147	Ccdc157	protein_coding	coiled-coil domain containing 157 [Source:RGD Symbol;Acc:1584653]
ENSRNOG00000005177	0	0	1	ENSRNOG00000005177	Tp53i3	protein_coding	tumor protein p53 inducible protein 3 [Source:RGD Symbol;Acc:1304982]
ENSRNOG00000005185	0	0	1	ENSRNOG00000005185	Nxph3	protein_coding	neurexophilin 3 [Source:MGI Symbol;Acc:MGI:1336188]
ENSRNOG00000005214	0	0	1	ENSRNOG00000005214	Plek	protein_coding	pleckstrin [Source:RGD Symbol;Acc:1308269]
ENSRNOG00000005248	0	0	1	ENSRNOG00000005248	Slc1a4	protein_coding	solute carrier family 1 member 4 [Source:RGD Symbol;Acc:735146]
ENSRNOG00000005302	0	0	1	ENSRNOG00000005302	Slc2a9	protein_coding	solute carrier family 2 member 9 [Source:RGD Symbol;Acc:1597012]
ENSRNOG00000005428	0	0	1	ENSRNOG00000005428	Ctbp1	protein_coding	C-terminal binding protein 1 [Source:RGD Symbol;Acc:2441]
ENSRNOG00000005569	0	0	1	ENSRNOG00000005569	Phospho1	protein_coding	phosphoethanolamine/phosphocholine phosphatase 1 [Source:RGD Symbol;Acc:1306182]
ENSRNOG00000005659	0	0	1	ENSRNOG00000005659	Aurkb	protein_coding	aurora kinase B [Source:RGD Symbol;Acc:621625]
ENSRNOG00000005700	0	0	1	ENSRNOG00000005700	Nsg1	protein_coding	neuronal vesicle trafficking associated 1 [Source:RGD Symbol;Acc:2222]
ENSRNOG00000005883	0	0	1	ENSRNOG00000005883	Nek10	protein_coding	NIMA-related kinase 10 [Source:RGD Symbol;Acc:1564342]
ENSRNOG00000006019	0	0	1	ENSRNOG00000006019	G0s2	protein_coding	G0/G1switch 2 [Source:RGD Symbol;Acc:1311675]
ENSRNOG00000006025	0	0	1	ENSRNOG00000006025	Lamb3	protein_coding	laminin subunit beta 3 [Source:RGD Symbol;Acc:1562668]
ENSRNOG00000006248	0	0	1	ENSRNOG00000006248	Trim37	protein_coding	tripartite motif-containing 37 [Source:RGD Symbol;Acc:1308349]
ENSRNOG00000007002	0	0	1	ENSRNOG00000007002	Lif	protein_coding	LIF, interleukin 6 family cytokine [Source:RGD Symbol;Acc:620865]
ENSRNOG00000007159	0	0	1	ENSRNOG00000007159	Ccl2	protein_coding	C-C motif chemokine ligand 2 [Source:RGD Symbol;Acc:3645]
ENSRNOG00000007261	0	0	1	ENSRNOG00000007261	Gli2	protein_coding	GLI family zinc finger 2 [Source:RGD Symbol;Acc:1309270]
ENSRNOG00000007377	0	0	1	ENSRNOG00000007377	Slit3	protein_coding	slit guidance ligand 3 [Source:RGD Symbol;Acc:69311]
ENSRNOG00000007701	0	0	1	ENSRNOG00000007701	Thoc7	protein_coding	THO complex 7 [Source:RGD Symbol;Acc:1305475]
ENSRNOG00000007864	0	0	1	ENSRNOG00000007864	Vrk2	protein_coding	VRK serine/threonine kinase 2 [Source:RGD Symbol;Acc:1311585]
ENSRNOG00000008024	0	0	1	ENSRNOG00000008024	Pxk	protein_coding	PX domain containing serine/threonine kinase [Source:RGD Symbol;Acc:727819]
ENSRNOG00000008045	0	0	1	ENSRNOG00000008045	Slamf9	protein_coding	SLAM family member 9 [Source:RGD Symbol;Acc:1305945]
ENSRNOG00000008054	0	0	1	ENSRNOG00000008054	Igsf9	protein_coding	immunoglobulin superfamily, member 9 [Source:RGD Symbol;Acc:1304566]
ENSRNOG00000008078	0	0	1	ENSRNOG00000008078	Kcnh6	protein_coding	potassium voltage-gated channel subfamily H member 6 [Source:RGD Symbol;Acc:620304]
ENSRNOG00000008144	0	0	1	ENSRNOG00000008144	Irf1	protein_coding	interferon regulatory factor 1 [Source:RGD Symbol;Acc:2920]
ENSRNOG00000008178	0	0	1	ENSRNOG00000008178	Nxn	protein_coding	nucleoredoxin [Source:RGD Symbol;Acc:1310489]
ENSRNOG00000008182	0	0	1	ENSRNOG00000008182	Htra3	protein_coding	HtrA serine peptidase 3 [Source:RGD Symbol;Acc:1308120]
ENSRNOG00000008215	0	0	1	ENSRNOG00000008215	Trim47	protein_coding	tripartite motif-containing 47 [Source:RGD Symbol;Acc:1597317]
ENSRNOG00000008374	0	0	1	ENSRNOG00000008374	Nipsnap1	protein_coding	nipsnap homolog 1 [Source:RGD Symbol;Acc:1310419]
ENSRNOG00000008422	0	0	1	ENSRNOG00000008422	Lpo	protein_coding	lactoperoxidase [Source:RGD Symbol;Acc:1310051]
ENSRNOG00000008471	0	0	1	ENSRNOG00000008471	Kif21b	protein_coding	kinesin family member 21B [Source:RGD Symbol;Acc:1306206]
ENSRNOG00000008711	0	0	1	ENSRNOG00000008711	Med24	protein_coding	mediator complex subunit 24 [Source:RGD Symbol;Acc:1564565]
ENSRNOG00000008785	0	0	1	ENSRNOG00000008785	Klf5	protein_coding	Kruppel-like factor 5 [Source:RGD Symbol;Acc:621446]
ENSRNOG00000009063	0	0	1	ENSRNOG00000009063	Dnajc15	protein_coding	DnaJ heat shock protein family (Hsp40) member C15 [Source:RGD Symbol;Acc:1307154]
ENSRNOG00000009066	0	0	1	ENSRNOG00000009066	Thra	protein_coding	thyroid hormone receptor alpha [Source:RGD Symbol;Acc:3857]
ENSRNOG00000009073	0	0	1	ENSRNOG00000009073	Tnni1	protein_coding	troponin I1, slow skeletal type [Source:RGD Symbol;Acc:621765]
ENSRNOG00000009281	0	0	1	ENSRNOG00000009281		protein_coding	
ENSRNOG00000009313	0	0	1	ENSRNOG00000009313	Lrpap1	protein_coding	LDL receptor related protein associated protein 1 [Source:RGD Symbol;Acc:620700]
ENSRNOG00000009329	0	0	1	ENSRNOG00000009329	Nr1d1	protein_coding	nuclear receptor subfamily 1, group D, member 1 [Source:RGD Symbol;Acc:628827]
ENSRNOG00000009530	0	0	1	ENSRNOG00000009530	Uchl3	protein_coding	ubiquitin C-terminal hydrolase L3 [Source:RGD Symbol;Acc:1561196]
ENSRNOG00000009572	0	0	1	ENSRNOG00000009572	Hgfac	protein_coding	HGF activator [Source:RGD Symbol;Acc:70909]
ENSRNOG00000009625	0	0	1	ENSRNOG00000009625	Dpysl2	protein_coding	dihydropyrimidinase-like 2 [Source:RGD Symbol;Acc:2517]
ENSRNOG00000009722	0	0	1	ENSRNOG00000009722	Chd3	protein_coding	chromodomain helicase DNA binding protein 3 [Source:RGD Symbol;Acc:1311923]
ENSRNOG00000009745	0	0	1	ENSRNOG00000009745	Ppp3cc	protein_coding	protein phosphatase 3 catalytic subunit gamma [Source:RGD Symbol;Acc:621616]
ENSRNOG00000009819	0	0	1	ENSRNOG00000009819	Vezf1	protein_coding	vascular endothelial zinc finger 1 [Source:RGD Symbol;Acc:1308058]
ENSRNOG00000009870	0	0	1	ENSRNOG00000009870	Tmem88	protein_coding	transmembrane protein 88 [Source:RGD Symbol;Acc:1561781]
ENSRNOG00000009982	0	0	1	ENSRNOG00000009982	Pnp	protein_coding	purine nucleoside phosphorylase [Source:RGD Symbol;Acc:1597189]
ENSRNOG00000010076	0	0	1	ENSRNOG00000010076	Pkp1	protein_coding	plakophilin 1 [Source:RGD Symbol;Acc:1307472]
ENSRNOG00000010174	0	0	1	ENSRNOG00000010174	Enpp4	protein_coding	ectonucleotide pyrophosphatase/phosphodiesterase 4 [Source:RGD Symbol;Acc:1308689]
ENSRNOG00000010188	0	0	1	ENSRNOG00000010188	Satb2	protein_coding	SATB homeobox 2 [Source:RGD Symbol;Acc:1562369]
ENSRNOG00000010375	0	0	1	ENSRNOG00000010375	Slc39a2	protein_coding	solute carrier family 39 member 2 [Source:RGD Symbol;Acc:1306291]
ENSRNOG00000010597	0	0	1	ENSRNOG00000010597	Slc5a7	protein_coding	solute carrier family 5 member 7 [Source:RGD Symbol;Acc:69270]
ENSRNOG00000010665	0	0	1	ENSRNOG00000010665	Ccr7	protein_coding	C-C motif chemokine receptor 7 [Source:RGD Symbol;Acc:735151]
ENSRNOG00000011205	0	0	1	ENSRNOG00000011205	Ccl3	protein_coding	C-C motif chemokine ligand 3 [Source:RGD Symbol;Acc:3647]
ENSRNOG00000011321	0	0	1	ENSRNOG00000011321	Rftn1	protein_coding	raftlin lipid raft linker 1 [Source:RGD Symbol;Acc:1563347]
ENSRNOG00000011452	0	0	1	ENSRNOG00000011452	Aldoc	protein_coding	aldolase, fructose-bisphosphate C [Source:RGD Symbol;Acc:2091]
ENSRNOG00000011517	0	0	1	ENSRNOG00000011517	Tnfrsf21	protein_coding	TNF receptor superfamily member 21 [Source:RGD Symbol;Acc:1307308]
ENSRNOG00000011841	0	0	1	ENSRNOG00000011841	Map2	protein_coding	microtubule-associated protein 2 [Source:RGD Symbol;Acc:3044]
ENSRNOG00000011907	0	0	1	ENSRNOG00000011907	Krt23	protein_coding	keratin 23 [Source:RGD Symbol;Acc:1308838]
ENSRNOG00000012178	0	0	1	ENSRNOG00000012178	Lmbrd1	protein_coding	LMBR1 domain containing 1 [Source:RGD Symbol;Acc:708471]
ENSRNOG00000012303	0	0	1	ENSRNOG00000012303	Apobec2	protein_coding	apolipoprotein B mRNA editing enzyme catalytic subunit 2 [Source:RGD Symbol;Acc:1308727]
ENSRNOG00000012331	0	0	1	ENSRNOG00000012331	Casp8	protein_coding	caspase 8 [Source:RGD Symbol;Acc:620945]
ENSRNOG00000012378	0	0	1	ENSRNOG00000012378	Dbnl	protein_coding	drebrin-like [Source:RGD Symbol;Acc:70941]
ENSRNOG00000012473	0	0	1	ENSRNOG00000012473	Cflar	protein_coding	CASP8 and FADD-like apoptosis regulator [Source:RGD Symbol;Acc:620847]
ENSRNOG00000012535	0	0	1	ENSRNOG00000012535	Adgrf4	protein_coding	adhesion G protein-coupled receptor F4 [Source:RGD Symbol;Acc:1565216]
ENSRNOG00000012840	0	0	1	ENSRNOG00000012840	Sparc	protein_coding	secreted protein acidic and cysteine rich [Source:RGD Symbol;Acc:3742]
ENSRNOG00000013111	0	0	1	ENSRNOG00000013111	Mettl3	protein_coding	methyltransferase-like 3 [Source:RGD Symbol;Acc:1311750]
ENSRNOG00000013280	0	0	1	ENSRNOG00000013280	Olfm4	protein_coding	olfactomedin 4 [Source:RGD Symbol;Acc:1311708]
ENSRNOG00000013581	0	0	1	ENSRNOG00000013581	Extl3	protein_coding	exostosin-like glycosyltransferase 3 [Source:RGD Symbol;Acc:62065]
ENSRNOG00000013659	0	0	1	ENSRNOG00000013659	Tex2	protein_coding	testis expressed 2 [Source:RGD Symbol;Acc:1305112]
ENSRNOG00000013720	0	0	1	ENSRNOG00000013720	Aebp1	protein_coding	AE binding protein 1 [Source:RGD Symbol;Acc:1306922]
ENSRNOG00000013780	0	0	1	ENSRNOG00000013780	Nf1	protein_coding	neurofibromin 1 [Source:RGD Symbol;Acc:3168]
ENSRNOG00000013968	0	0	1	ENSRNOG00000013968	Comtd1	protein_coding	catechol-O-methyltransferase domain containing 1 [Source:RGD Symbol;Acc:1306581]
ENSRNOG00000014212	0	0	1	ENSRNOG00000014212	Mettl21a	protein_coding	methyltransferase like 21A [Source:RGD Symbol;Acc:7651604]
ENSRNOG00000014285	0	0	1	ENSRNOG00000014285	Ssh2	protein_coding	slingshot protein phosphatase 2 [Source:RGD Symbol;Acc:1309389]
ENSRNOG00000014496	0	0	1	ENSRNOG00000014496	Coro6	protein_coding	coronin 6 [Source:RGD Symbol;Acc:708560]
ENSRNOG00000014678	0	0	1	ENSRNOG00000014678	Fzd5	protein_coding	frizzled class receptor 5 [Source:RGD Symbol;Acc:631406]
ENSRNOG00000014683	0	0	1	ENSRNOG00000014683	Il1rl2	protein_coding	interleukin 1 receptor-like 2 [Source:RGD Symbol;Acc:621782]
ENSRNOG00000014689	0	0	1	ENSRNOG00000014689	Zbtb4	protein_coding	zinc finger and BTB domain containing 4 [Source:RGD Symbol;Acc:1307184]
ENSRNOG00000014712	0	0	1	ENSRNOG00000014712	Zfp39	protein_coding	zinc finger protein 39 [Source:RGD Symbol;Acc:1306633]
ENSRNOG00000014718	0	0	1	ENSRNOG00000014718	Acsl3	protein_coding	acyl-CoA synthetase long-chain family member 3 [Source:RGD Symbol;Acc:70552]
ENSRNOG00000014837	0	0	1	ENSRNOG00000014837	Emilin2	protein_coding	elastin microfibril interfacer 2 [Source:RGD Symbol;Acc:1305343]
ENSRNOG00000015080	0	0	1	ENSRNOG00000015080	Wdfy1	protein_coding	WD repeat and FYVE domain containing 1 [Source:RGD Symbol;Acc:1305996]
ENSRNOG00000015158	0	0	1	ENSRNOG00000015158	Pikfyve	protein_coding	phosphoinositide kinase, FYVE-type zinc finger containing [Source:RGD Symbol;Acc:1592067]
ENSRNOG00000015354	0	0	1	ENSRNOG00000015354	Aox1	protein_coding	aldehyde oxidase 1 [Source:RGD Symbol;Acc:620528]
ENSRNOG00000015382	0	0	1	ENSRNOG00000015382	Arid5a	protein_coding	AT-rich interaction domain 5A [Source:RGD Symbol;Acc:1311041]
ENSRNOG00000015461	0	0	1	ENSRNOG00000015461	Serpine2	protein_coding	serpin family E member 2 [Source:RGD Symbol;Acc:3748]
ENSRNOG00000015669	0	0	1	ENSRNOG00000015669	Kctd11	protein_coding	potassium channel tetramerization domain containing 11 [Source:RGD Symbol;Acc:1307125]
ENSRNOG00000015774	0	0	1	ENSRNOG00000015774	Mreg	protein_coding	melanoregulin [Source:RGD Symbol;Acc:1562333]
ENSRNOG00000015906	0	0	1	ENSRNOG00000015906	Tgif1	protein_coding	TGFB-induced factor homeobox 1 [Source:RGD Symbol;Acc:1310517]
ENSRNOG00000015975	0	0	1	ENSRNOG00000015975		protein_coding	similar to RIKEN cDNA 2810408A11 [Source:RGD Symbol;Acc:1563007]
ENSRNOG00000016196	0	0	1	ENSRNOG00000016196	Dlgap1	protein_coding	DLG associated protein 1 [Source:RGD Symbol;Acc:620223]
ENSRNOG00000016361	0	0	1	ENSRNOG00000016361	Plcd4	protein_coding	phospholipase C, delta 4 [Source:RGD Symbol;Acc:621025]
ENSRNOG00000016962	0	0	1	ENSRNOG00000016962	Neu2	protein_coding	neuraminidase 2 [Source:RGD Symbol;Acc:3164]
ENSRNOG00000016995	0	0	1	ENSRNOG00000016995	Zap70	protein_coding	zeta chain of T cell receptor associated protein kinase 70 [Source:RGD Symbol;Acc:3983]
ENSRNOG00000017188	0	0	1	ENSRNOG00000017188	Cyp27a1	protein_coding	cytochrome P450, family 27, subfamily a, polypeptide 1 [Source:RGD Symbol;Acc:727915]
ENSRNOG00000017325	0	0	1	ENSRNOG00000017325	Cldn7	protein_coding	claudin 7 [Source:RGD Symbol;Acc:68432]
ENSRNOG00000017409	0	0	1	ENSRNOG00000017409	Wnt6	protein_coding	Wnt family member 6 [Source:RGD Symbol;Acc:1304559]
ENSRNOG00000017625	0	0	1	ENSRNOG00000017625	Htr2b	protein_coding	5-hydroxytryptamine receptor 2B [Source:RGD Symbol;Acc:61801]
ENSRNOG00000017631	0	0	1	ENSRNOG00000017631	Cyp20a1	protein_coding	cytochrome P450, family 20, subfamily a, polypeptide 1 [Source:RGD Symbol;Acc:735221]
ENSRNOG00000017707	0	0	1	ENSRNOG00000017707	Abi2	protein_coding	abl-interactor 2 [Source:RGD Symbol;Acc:628771]
ENSRNOG00000018105	0	0	1	ENSRNOG00000018105	Thtpa	protein_coding	thiamine triphosphatase [Source:RGD Symbol;Acc:727917]
ENSRNOG00000018372	0	0	1	ENSRNOG00000018372	Cul9	protein_coding	cullin 9 [Source:RGD Symbol;Acc:1562008]
ENSRNOG00000018709	0	0	1	ENSRNOG00000018709	Patz1	protein_coding	POZ (BTB) and AT hook containing zinc finger 1 [Source:RGD Symbol;Acc:1308337]
ENSRNOG00000018715	0	0	1	ENSRNOG00000018715	Clec10a	protein_coding	C-type lectin domain containing 10A [Source:RGD Symbol;Acc:621158]
ENSRNOG00000018740	0	0	1	ENSRNOG00000018740	Ugt1a3	protein_coding	UDP glucuronosyltransferase family 1 member A1 [Source:RGD Symbol;Acc:3935]
ENSRNOG00000018859	0	0	1	ENSRNOG00000018859	Pik3ip1	protein_coding	phosphoinositide-3-kinase interacting protein 1 [Source:RGD Symbol;Acc:1311203]
ENSRNOG00000018931	0	0	1	ENSRNOG00000018931	Dis3l2	protein_coding	DIS3-like 3'-5' exoribonuclease 2 [Source:RGD Symbol;Acc:1560168]
ENSRNOG00000018949	0	0	1	ENSRNOG00000018949	Dlk2	protein_coding	delta like non-canonical Notch ligand 2 [Source:RGD Symbol;Acc:1309143]
ENSRNOG00000018980	0	0	1	ENSRNOG00000018980	Tjap1	protein_coding	tight junction associated protein 1 [Source:RGD Symbol;Acc:1308708]
ENSRNOG00000019087	0	0	1	ENSRNOG00000019087	Fam174a	protein_coding	family with sequence similarity 174, member A [Source:RGD Symbol;Acc:1309973]
ENSRNOG00000019243	0	0	1	ENSRNOG00000019243	Glb1l	protein_coding	galactosidase, beta 1-like [Source:RGD Symbol;Acc:1309474]
ENSRNOG00000019445	0	0	1	ENSRNOG00000019445	Msln	protein_coding	mesothelin [Source:RGD Symbol;Acc:69333]
ENSRNOG00000019476	0	0	1	ENSRNOG00000019476	Agap1	protein_coding	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 [Source:RGD Symbol;Acc:1309244]
ENSRNOG00000019506	0	0	1	ENSRNOG00000019506	Dnajb2	protein_coding	DnaJ heat shock protein family (Hsp40) member B2 [Source:RGD Symbol;Acc:1591035]
ENSRNOG00000019587	0	0	1	ENSRNOG00000019587	Ptprn	protein_coding	protein tyrosine phosphatase, receptor type, N [Source:RGD Symbol;Acc:620777]
ENSRNOG00000019645	0	0	1	ENSRNOG00000019645	Osbp2	protein_coding	oxysterol binding protein 2 [Source:RGD Symbol;Acc:1310505]
ENSRNOG00000019659	0	0	1	ENSRNOG00000019659	Aspa	protein_coding	aspartoacylase [Source:RGD Symbol;Acc:621693]
ENSRNOG00000019763	0	0	1	ENSRNOG00000019763	Mlph	protein_coding	melanophilin [Source:RGD Symbol;Acc:1310733]
ENSRNOG00000019778	0	0	1	ENSRNOG00000019778		protein_coding	
ENSRNOG00000019810	0	0	1	ENSRNOG00000019810	Des	protein_coding	desmin [Source:RGD Symbol;Acc:620686]
ENSRNOG00000019830	0	0	1	ENSRNOG00000019830	Hsd17b1	protein_coding	hydroxysteroid (17-beta) dehydrogenase 1 [Source:RGD Symbol;Acc:2836]
ENSRNOG00000020105	0	0	1	ENSRNOG00000020105	Klhl30	protein_coding	kelch-like family member 30 [Source:RGD Symbol;Acc:1309644]
ENSRNOG00000020355	0	0	1	ENSRNOG00000020355	Twist2	protein_coding	twist family bHLH transcription factor 2 [Source:RGD Symbol;Acc:621286]
ENSRNOG00000020401	0	0	1	ENSRNOG00000020401	Adcy4	protein_coding	adenylate cyclase 4 [Source:RGD Symbol;Acc:2034]
ENSRNOG00000020625	0	0	1	ENSRNOG00000020625		protein_coding	
ENSRNOG00000020644	0	0	1	ENSRNOG00000020644	Nsg2	protein_coding	neuronal vesicle trafficking associated 2 [Source:RGD Symbol;Acc:1563944]
ENSRNOG00000020684	0	0	1	ENSRNOG00000020684	Vat1	protein_coding	vesicle amine transport 1 [Source:RGD Symbol;Acc:1308943]
ENSRNOG00000020729	0	0	1	ENSRNOG00000020729	Stc2	protein_coding	stanniocalcin 2 [Source:RGD Symbol;Acc:621777]
ENSRNOG00000020879	0	0	1	ENSRNOG00000020879	Nags	protein_coding	N-acetylglutamate synthase [Source:RGD Symbol;Acc:1565783]
ENSRNOG00000021303	0	0	1	ENSRNOG00000021303	Drc3	protein_coding	dynein regulatory complex subunit 3 [Source:RGD Symbol;Acc:1309150]
ENSRNOG00000021316	0	0	1	ENSRNOG00000021316	Tmem98	protein_coding	transmembrane protein 98 [Source:RGD Symbol;Acc:1359736]
ENSRNOG00000021411	0	0	1	ENSRNOG00000021411		protein_coding	hypothetical protein LOC689766 [Source:RGD Symbol;Acc:1588722]
ENSRNOG00000021435	0	0	1	ENSRNOG00000021435	AC141966.1	protein_coding	
ENSRNOG00000021525	0	0	1	ENSRNOG00000021525	Nbeal1	protein_coding	neurobeachin-like 1 [Source:RGD Symbol;Acc:1594799]
ENSRNOG00000021536	0	0	1	ENSRNOG00000021536	Plxdc1	protein_coding	plexin domain containing 1 [Source:RGD Symbol;Acc:1307496]
ENSRNOG00000021540	0	0	1	ENSRNOG00000021540	Rnf227	protein_coding	ring finger protein 227 [Source:RGD Symbol;Acc:1563441]
ENSRNOG00000021731	0	0	1	ENSRNOG00000021731	N4bp3	protein_coding	Nedd4 binding protein 3 [Source:RGD Symbol;Acc:1308356]
ENSRNOG00000021796	0	0	1	ENSRNOG00000021796	RGD1565166	protein_coding	similar to MGC45438 protein [Source:RGD Symbol;Acc:1565166]
ENSRNOG00000021962	0	0	1	ENSRNOG00000021962	Fzd2	protein_coding	frizzled class receptor 2 [Source:RGD Symbol;Acc:71012]
ENSRNOG00000022242	0	0	1	ENSRNOG00000022242	Cxcl9	protein_coding	C-X-C motif chemokine ligand 9 [Source:RGD Symbol;Acc:628798]
ENSRNOG00000022305	0	0	1	ENSRNOG00000022305	Abcc1	protein_coding	ATP binding cassette subfamily C member 1 [Source:RGD Symbol;Acc:3112]
ENSRNOG00000022419	0	0	1	ENSRNOG00000022419	Dok7	protein_coding	docking protein 7 [Source:RGD Symbol;Acc:1566416]
ENSRNOG00000022598	0	0	1	ENSRNOG00000022598	Trerf1	protein_coding	transcriptional regulating factor 1 [Source:RGD Symbol;Acc:1307167]
ENSRNOG00000022769	0	0	1	ENSRNOG00000022769	Sp100	protein_coding	SP100 nuclear antigen [Source:RGD Symbol;Acc:1359550]
ENSRNOG00000023533	0	0	1	ENSRNOG00000023533	Dipk1a	protein_coding	divergent protein kinase domain 1A [Source:RGD Symbol;Acc:1308581]
ENSRNOG00000023548	0	0	1	ENSRNOG00000023548	Sned1	protein_coding	sushi, nidogen and EGF-like domains 1 [Source:RGD Symbol;Acc:1566079]
ENSRNOG00000023557	0	0	1	ENSRNOG00000023557	Mab21l4	protein_coding	mab-21 like 4 [Source:RGD Symbol;Acc:1563692]
ENSRNOG00000023856	0	0	1	ENSRNOG00000023856	Agxt	protein_coding	alanine--glyoxylate and serine--pyruvate aminotransferase [Source:RGD Symbol;Acc:2073]
ENSRNOG00000023937	0	0	1	ENSRNOG00000023937	Slc49a3	protein_coding	solute carrier family 49 member 3 [Source:RGD Symbol;Acc:1304688]
ENSRNOG00000024022	0	0	1	ENSRNOG00000024022	Ndfip2	protein_coding	Nedd4 family interacting protein 2 [Source:RGD Symbol;Acc:1309716]
ENSRNOG00000024159	0	0	1	ENSRNOG00000024159	Fcer1g	protein_coding	Fc fragment of IgE receptor Ig [Source:RGD Symbol;Acc:2599]
ENSRNOG00000024207	0	0	1	ENSRNOG00000024207	Fgfrl1	protein_coding	fibroblast growth factor receptor-like 1 [Source:RGD Symbol;Acc:735156]
ENSRNOG00000024390	0	0	1	ENSRNOG00000024390	Osm	protein_coding	oncostatin M [Source:RGD Symbol;Acc:1585012]
ENSRNOG00000024454	0	0	1	ENSRNOG00000024454	Ccdc149	protein_coding	coiled-coil domain containing 149 [Source:RGD Symbol;Acc:1582968]
ENSRNOG00000024632	0	0	1	ENSRNOG00000024632	Atf6	protein_coding	activating transcription factor 6 [Source:RGD Symbol;Acc:1305471]
ENSRNOG00000024689	0	0	1	ENSRNOG00000024689	Hopx	protein_coding	HOP homeobox [Source:RGD Symbol;Acc:621841]
ENSRNOG00000024730	0	0	1	ENSRNOG00000024730	Ppm1e	protein_coding	protein phosphatase, Mg2+/Mn2+ dependent, 1E [Source:RGD Symbol;Acc:735028]
ENSRNOG00000025117	0	0	1	ENSRNOG00000025117	Noxo1	protein_coding	NADPH oxidase organizer 1 [Source:RGD Symbol;Acc:1307802]
ENSRNOG00000025670	0	0	1	ENSRNOG00000025670	Shisa3	protein_coding	shisa family member 3 [Source:RGD Symbol;Acc:1565710]
ENSRNOG00000025691	0	0	1	ENSRNOG00000025691	Pla2g7	protein_coding	phospholipase A2 group VII [Source:RGD Symbol;Acc:1310734]
ENSRNOG00000025882	0	0	1	ENSRNOG00000025882	Nipal1	protein_coding	NIPA-like domain containing 1 [Source:RGD Symbol;Acc:1310092]
ENSRNOG00000025925	0	0	1	ENSRNOG00000025925	Txk	protein_coding	TXK tyrosine kinase [Source:RGD Symbol;Acc:1306481]
ENSRNOG00000026087	0	0	1	ENSRNOG00000026087	Igfn1	protein_coding	immunoglobulin-like and fibronectin type III domain containing 1 [Source:RGD Symbol;Acc:1565384]
ENSRNOG00000026508	0	0	1	ENSRNOG00000026508	Vmo1	protein_coding	vitelline membrane outer layer 1 homolog [Source:RGD Symbol;Acc:1559861]
ENSRNOG00000027194	0	0	1	ENSRNOG00000027194	Sgsm2	protein_coding	small G protein signaling modulator 2 [Source:RGD Symbol;Acc:1306957]
ENSRNOG00000027326	0	0	1	ENSRNOG00000027326	Tada2b	protein_coding	transcriptional adaptor 2B [Source:RGD Symbol;Acc:1561605]
ENSRNOG00000027511	0	0	1	ENSRNOG00000027511	AC119015.1	protein_coding	similar to TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor [Source:RGD Symbol;Acc:1562272]
ENSRNOG00000027916	0	0	1	ENSRNOG00000027916	Txndc2	protein_coding	thioredoxin domain containing 2 [Source:RGD Symbol;Acc:1359251]
ENSRNOG00000028043	0	0	1	ENSRNOG00000028043	Cxcl3	protein_coding	C-X-C motif chemokine ligand 3 [Source:RGD Symbol;Acc:621812]
ENSRNOG00000028330	0	0	1	ENSRNOG00000028330	AABR07067600.1	protein_coding	
ENSRNOG00000029658	0	0	1	ENSRNOG00000029658	Rnf213	protein_coding	ring finger protein 213 [Source:RGD Symbol;Acc:1308168]
ENSRNOG00000029768	0	0	1	ENSRNOG00000029768	Ccl12	protein_coding	chemokine (C-C motif) ligand 12 [Source:RGD Symbol;Acc:1309255]
