gene	rTS_SCR	e13.5_WT	e18.5_WT	gene	external_gene_name	gene_biotype	description
ENSRNOG00000029408	0	0	1	ENSRNOG00000029408		protein_coding	MAGE family member B16 [Source:MGI Symbol;Acc:MGI:1919217]
ENSRNOG00000029478	0	0	1	ENSRNOG00000029478	Cyp4f39	protein_coding	cytochrome P450, family 4, subfamily f, polypeptide 39 [Source:RGD Symbol;Acc:1308796]
ENSRNOG00000029510	0	0	1	ENSRNOG00000029510	Plxnb1	protein_coding	plexin B1 [Source:RGD Symbol;Acc:1310564]
ENSRNOG00000029876	0	0	1	ENSRNOG00000029876	Gucy1a2	protein_coding	guanylate cyclase 1, soluble, alpha 2 [Source:MGI Symbol;Acc:MGI:2660877]
ENSRNOG00000029926	0	0	1	ENSRNOG00000029926	AABR07056668.1	protein_coding	
ENSRNOG00000030187	0	0	1	ENSRNOG00000030187	Mmp12	protein_coding	matrix metallopeptidase 12 [Source:RGD Symbol;Acc:620195]
ENSRNOG00000030264	0	0	1	ENSRNOG00000030264	Fam83h	protein_coding	family with sequence similarity 83, member H [Source:RGD Symbol;Acc:1305866]
ENSRNOG00000030449	0	0	1	ENSRNOG00000030449	Gsta4	protein_coding	glutathione S-transferase alpha 4 [Source:RGD Symbol;Acc:1309970]
ENSRNOG00000030910	0	0	1	ENSRNOG00000030910	Grik4	protein_coding	glutamate ionotropic receptor kainate type subunit 4 [Source:RGD Symbol;Acc:2734]
ENSRNOG00000031058	0	0	1	ENSRNOG00000031058	Was	protein_coding	Wiskott-Aldrich syndrome [Source:MGI Symbol;Acc:MGI:105059]
ENSRNOG00000031099	0	0	1	ENSRNOG00000031099	Tmprss12	protein_coding	transmembrane serine protease 12 [Source:RGD Symbol;Acc:2323781]
ENSRNOG00000031517	0	0	1	ENSRNOG00000031517	AABR07039133.2	protein_coding	ribosomal protein L27-like 1 [Source:RGD Symbol;Acc:1585224]
ENSRNOG00000031665	0	0	1	ENSRNOG00000031665	Ace2	protein_coding	angiotensin I converting enzyme (peptidyl-dipeptidase A) 2 [Source:MGI Symbol;Acc:MGI:1917258]
ENSRNOG00000031816	0	0	1	ENSRNOG00000031816	Nckipsd	protein_coding	NCK interacting protein with SH3 domain [Source:RGD Symbol;Acc:1311323]
ENSRNOG00000031916	0	0	1	ENSRNOG00000031916	Timeless	protein_coding	timeless circadian regulator [Source:RGD Symbol;Acc:620939]
ENSRNOG00000031930	0	0	1	ENSRNOG00000031930	Bin2	protein_coding	bridging integrator 2 [Source:RGD Symbol;Acc:1306789]
ENSRNOG00000032180	0	0	1	ENSRNOG00000032180	Ccdc15	protein_coding	coiled-coil domain containing 15 [Source:RGD Symbol;Acc:1305591]
ENSRNOG00000032238	0	0	1	ENSRNOG00000032238	Plcd1	protein_coding	phospholipase C, delta 1 [Source:RGD Symbol;Acc:3346]
ENSRNOG00000032335	0	0	1	ENSRNOG00000032335	Dppa5	protein_coding	developmental pluripotency associated 5 [Source:RGD Symbol;Acc:1305838]
ENSRNOG00000032339	0	0	1	ENSRNOG00000032339	Rasl12	protein_coding	RAS-like, family 12 [Source:RGD Symbol;Acc:1306268]
ENSRNOG00000032353	0	0	1	ENSRNOG00000032353	Mmp1	protein_coding	matrix metallopeptidase 1 [Source:RGD Symbol;Acc:1307917]
ENSRNOG00000032895	0	0	1	ENSRNOG00000032895	Cyp4f4	protein_coding	cytochrome P450, family 4, subfamily f, polypeptide 4 [Source:RGD Symbol;Acc:708363]
ENSRNOG00000033570	0	0	1	ENSRNOG00000033570	Arhgap8	protein_coding	Rho GTPase activating protein 8 [Source:RGD Symbol;Acc:1303143]
ENSRNOG00000033791	0	0	1	ENSRNOG00000033791	Apc2	protein_coding	APC regulator of WNT signaling pathway 2 [Source:RGD Symbol;Acc:1308256]
ENSRNOG00000033883	0	0	1	ENSRNOG00000033883	Stard8	protein_coding	StAR-related lipid transfer domain containing 8 [Source:RGD Symbol;Acc:1560770]
ENSRNOG00000033921	0	0	1	ENSRNOG00000033921	Als2cl	protein_coding	ALS2 C-terminal like [Source:RGD Symbol;Acc:1305208]
ENSRNOG00000037658	0	0	1	ENSRNOG00000037658	Gprasp2	protein_coding	G protein-coupled receptor associated sorting protein 2 [Source:MGI Symbol;Acc:MGI:2442071]
ENSRNOG00000039323	0	0	1	ENSRNOG00000039323		protein_coding	
ENSRNOG00000039997	0	0	1	ENSRNOG00000039997	AABR07055527.1	protein_coding	
ENSRNOG00000042496	0	0	1	ENSRNOG00000042496	Cyp4f5	protein_coding	cytochrome P450, family 4, subfamily f, polypeptide 5 [Source:RGD Symbol;Acc:708364]
ENSRNOG00000042530	0	0	1	ENSRNOG00000042530		protein_coding	similar to FAM48A protein [Source:RGD Symbol;Acc:1563909]
ENSRNOG00000042668	0	0	1	ENSRNOG00000042668	Msrb3	protein_coding	methionine sulfoxide reductase B3 [Source:RGD Symbol;Acc:1596851]
ENSRNOG00000043167	0	0	1	ENSRNOG00000043167	Itga9	protein_coding	integrin subunit alpha 9 [Source:RGD Symbol;Acc:1311191]
ENSRNOG00000046021	0	0	1	ENSRNOG00000046021	Pcsk1n	protein_coding	proSAAS [Source:RGD Symbol;Acc:11409911]
ENSRNOG00000046053	0	0	1	ENSRNOG00000046053	Nudt10	protein_coding	nudix (nucleoside diphosphate linked moiety X)-type motif 10 [Source:RGD Symbol;Acc:1564763]
ENSRNOG00000047198	0	0	1	ENSRNOG00000047198	Tatdn1	protein_coding	TatD DNase domain containing 1 [Source:RGD Symbol;Acc:1585145]
ENSRNOG00000047339	0	0	1	ENSRNOG00000047339	Pja1	protein_coding	praja ring finger ubiquitin ligase 1 [Source:RGD Symbol;Acc:1591532]
ENSRNOG00000047734	0	0	1	ENSRNOG00000047734	Chst2	protein_coding	carbohydrate sulfotransferase 2 [Source:RGD Symbol;Acc:1306988]
ENSRNOG00000048636	0	0	1	ENSRNOG00000048636	Il2rb	protein_coding	interleukin 2 receptor subunit beta [Source:RGD Symbol;Acc:2896]
ENSRNOG00000049033	0	0	1	ENSRNOG00000049033	Racgap1	protein_coding	Rac GTPase-activating protein 1 [Source:RGD Symbol;Acc:1305912]
ENSRNOG00000049783	0	0	1	ENSRNOG00000049783	Rcor1	protein_coding	REST corepressor 1 [Source:RGD Symbol;Acc:7505493]
ENSRNOG00000050457	0	0	1	ENSRNOG00000050457	Rhox9	protein_coding	reproductive homeobox 9-like [Source:RGD Symbol;Acc:2321855]
ENSRNOG00000051619	0	0	1	ENSRNOG00000051619	Asb2	protein_coding	ankyrin repeat and SOCS box-containing 2 [Source:RGD Symbol;Acc:1306414]
ENSRNOG00000052051	0	0	1	ENSRNOG00000052051	Slc24a1	protein_coding	solute carrier family 24 member 1 [Source:RGD Symbol;Acc:620080]
ENSRNOG00000052383	0	0	1	ENSRNOG00000052383	Rhox9	protein_coding	reproductive homeobox 9 [Source:RGD Symbol;Acc:1563844]
ENSRNOG00000053811	0	0	1	ENSRNOG00000053811	Arg2	protein_coding	arginase 2 [Source:RGD Symbol;Acc:2151]
ENSRNOG00000054420	0	0	1	ENSRNOG00000054420	Vdr	protein_coding	vitamin D receptor [Source:RGD Symbol;Acc:3959]
ENSRNOG00000054900	0	0	1	ENSRNOG00000054900	Dnaaf6	protein_coding	dynein axonemal assembly factor 6 [Source:RGD Symbol;Acc:1566312]
ENSRNOG00000056678	0	0	1	ENSRNOG00000056678	Nckap5l	protein_coding	NCK-associated protein 5-like [Source:RGD Symbol;Acc:1561571]
ENSRNOG00000056756	0	0	1	ENSRNOG00000056756	Actn1	protein_coding	actinin, alpha 1 [Source:RGD Symbol;Acc:70907]
ENSRNOG00000056878	0	0	1	ENSRNOG00000056878	AABR07055492.1	protein_coding	
ENSRNOG00000057451	0	0	1	ENSRNOG00000057451	Itga5	protein_coding	integrin subunit alpha 5 [Source:RGD Symbol;Acc:2925]
ENSRNOG00000057644	0	0	1	ENSRNOG00000057644	RGD1565657	protein_coding	similar to germ cell-less [Source:RGD Symbol;Acc:1565657]
ENSRNOG00000057988	0	0	1	ENSRNOG00000057988	Pfkm	protein_coding	phosphofructokinase, muscle [Source:RGD Symbol;Acc:68419]
ENSRNOG00000058173	0	0	1	ENSRNOG00000058173	Sox3	protein_coding	SRY (sex determining region Y)-box 3 [Source:MGI Symbol;Acc:MGI:98365]
ENSRNOG00000058423	0	0	1	ENSRNOG00000058423	Pnma5	protein_coding	PNMA family member 5 [Source:RGD Symbol;Acc:1565857]
ENSRNOG00000058430	0	0	1	ENSRNOG00000058430	Bcdin3d	protein_coding	BCDIN3 domain containing RNA methyltransferase [Source:RGD Symbol;Acc:1306433]
ENSRNOG00000058646	0	0	1	ENSRNOG00000058646	Zfp36l1	protein_coding	zinc finger protein 36, C3H type-like 1 [Source:RGD Symbol;Acc:62009]
ENSRNOG00000059801	0	0	1	ENSRNOG00000059801	Lima1	protein_coding	LIM domain and actin binding 1 [Source:RGD Symbol;Acc:1564050]
ENSRNOG00000059947	0	0	1	ENSRNOG00000059947	Sdc1	protein_coding	syndecan 1 [Source:RGD Symbol;Acc:3648]
ENSRNOG00000060179	0	0	1	ENSRNOG00000060179	Gpc3	protein_coding	glypican 3 [Source:RGD Symbol;Acc:2725]
ENSRNOG00000060879	0	0	1	ENSRNOG00000060879	1500009L16Rik	protein_coding	uncharacterized LOC100910996 [Source:RGD Symbol;Acc:6495714]
ENSRNOG00000061101	0	0	1	ENSRNOG00000061101	Ripply1	protein_coding	ripply transcriptional repressor 1 [Source:RGD Symbol;Acc:1588264]
ENSRNOG00000061230	0	0	1	ENSRNOG00000061230	L1cam	protein_coding	L1 cell adhesion molecule [Source:RGD Symbol;Acc:619777]
ENSRNOG00000061650	0	0	1	ENSRNOG00000061650	Cdhr4	protein_coding	cadherin-related family member 4 [Source:RGD Symbol;Acc:1306603]
ENSRNOG00000061716	0	0	1	ENSRNOG00000061716	Prr23d1	protein_coding	proline rich 23 domain containing 1 [Source:RGD Symbol;Acc:1592646]
ENSRNOG00000062783	0	0	1	ENSRNOG00000062783	Slitrk4	protein_coding	SLIT and NTRK-like family, member 4 [Source:NCBI gene (formerly Entrezgene);Acc:302473]
ENSRNOG00000062981	0	0	1	ENSRNOG00000062981	Smagp	protein_coding	small cell adhesion glycoprotein [Source:RGD Symbol;Acc:727777]
ENSRNOG00000063591	0	0	1	ENSRNOG00000063591	Adat3	protein_coding	adenosine deaminase, tRNA-specific 3 [Source:RGD Symbol;Acc:1642417]
ENSRNOG00000063964	0	0	1	ENSRNOG00000063964	Jdp2	protein_coding	Jun dimerization protein 2 [Source:RGD Symbol;Acc:621611]
ENSRNOG00000064383	0	0	1	ENSRNOG00000064383	Trpc5os	protein_coding	TRPC5 opposite strand [Source:NCBI gene (formerly Entrezgene);Acc:100909489]
ENSRNOG00000065027	0	0	1	ENSRNOG00000065027		protein_coding	
ENSRNOG00000065366	0	0	1	ENSRNOG00000065366		protein_coding	
ENSRNOG00000065488	0	0	1	ENSRNOG00000065488		protein_coding	
ENSRNOG00000065918	0	0	1	ENSRNOG00000065918	Tceanc	protein_coding	transcription elongation factor A N-terminal and central domain containing [Source:NCBI gene (formerly Entrezgene);Acc:367782]
ENSRNOG00000065944	0	0	1	ENSRNOG00000065944	Sc5d	protein_coding	sterol-C5-desaturase [Source:RGD Symbol;Acc:620775]
ENSRNOG00000066348	0	0	1	ENSRNOG00000066348		protein_coding	zinc finger protein 709-like [Source:RGD Symbol;Acc:6487604]
ENSRNOG00000066638	0	0	1	ENSRNOG00000066638	Tmppe	protein_coding	transmembrane protein with metallophosphoesterase domain [Source:RGD Symbol;Acc:7696429]
ENSRNOG00000067070	0	0	1	ENSRNOG00000067070	Immp2l	protein_coding	inner mitochondrial membrane peptidase subunit 2 [Source:RGD Symbol;Acc:2323665]
ENSRNOG00000067363	0	0	1	ENSRNOG00000067363	Xkrx	protein_coding	XK related, X-linked [Source:NCBI gene (formerly Entrezgene);Acc:497101]
ENSRNOG00000067761	0	0	1	ENSRNOG00000067761		protein_coding	
ENSRNOG00000067803	0	0	1	ENSRNOG00000067803	Acaa1b	protein_coding	acetyl-Coenzyme A acyltransferase 1B [Source:RGD Symbol;Acc:1562373]
ENSRNOG00000068767	0	0	1	ENSRNOG00000068767	Ppp1r3f	protein_coding	protein phosphatase 1 regulatory subunit 3F [Source:NCBI gene (formerly Entrezgene);Acc:363453]
ENSRNOG00000069507	0	0	1	ENSRNOG00000069507	Prr5	protein_coding	proline rich 5 [Source:RGD Symbol;Acc:1307954]
ENSRNOG00000070486	0	0	1	ENSRNOG00000070486		protein_coding	
ENSRNOG00000070951	0	0	1	ENSRNOG00000070951	Arf6	protein_coding	ADP-ribosylation factor 6 [Source:RGD Symbol;Acc:621279]
ENSRNOG00000001052	0	0	1	ENSRNOG00000001052	Slc25a30	protein_coding	solute carrier family 25, member 30 [Source:RGD Symbol;Acc:1359702]
ENSRNOG00000001957	0	0	1	ENSRNOG00000001957	Sult1e1	protein_coding	sulfotransferase family 1E member 1 [Source:RGD Symbol;Acc:3776]
ENSRNOG00000002073	0	0	1	ENSRNOG00000002073	Brdt	protein_coding	bromodomain, testis-specific [Source:MGI Symbol;Acc:MGI:1891374]
ENSRNOG00000002074	0	0	1	ENSRNOG00000002074	Rest	protein_coding	RE1-silencing transcription factor [Source:RGD Symbol;Acc:621069]
ENSRNOG00000002097	0	0	1	ENSRNOG00000002097	Rasl11b	protein_coding	RAS-like family 11 member B [Source:RGD Symbol;Acc:1303099]
ENSRNOG00000002105	0	0	1	ENSRNOG00000002105	Cdc7	protein_coding	cell division cycle 7 [Source:RGD Symbol;Acc:1308351]
ENSRNOG00000002106	0	0	1	ENSRNOG00000002106	Usp46	protein_coding	ubiquitin specific peptidase 46 [Source:RGD Symbol;Acc:1564808]
ENSRNOG00000002121	0	0	1	ENSRNOG00000002121	Lrrc8d	protein_coding	leucine rich repeat containing 8 VRAC subunit D [Source:RGD Symbol;Acc:1309601]
ENSRNOG00000002129	0	0	1	ENSRNOG00000002129	Lrrc8b	protein_coding	leucine rich repeat containing 8 VRAC subunit B [Source:RGD Symbol;Acc:1563429]
ENSRNOG00000002152	0	0	1	ENSRNOG00000002152	Dcun1d4	protein_coding	defective in cullin neddylation 1 domain containing 4 [Source:RGD Symbol;Acc:1310422]
ENSRNOG00000002181	0	0	1	ENSRNOG00000002181	Helq	protein_coding	helicase, POLQ-like [Source:RGD Symbol;Acc:1560216]
ENSRNOG00000002322	0	0	1	ENSRNOG00000002322	RGD1310587	protein_coding	similar to hypothetical protein FLJ14146 [Source:RGD Symbol;Acc:1310587]
ENSRNOG00000002361	0	0	1	ENSRNOG00000002361	Prkg2	protein_coding	protein kinase cGMP-dependent 2 [Source:RGD Symbol;Acc:3401]
ENSRNOG00000002408	0	0	1	ENSRNOG00000002408	Rbm47	protein_coding	RNA binding motif protein 47 [Source:RGD Symbol;Acc:1359713]
ENSRNOG00000002425	0	0	1	ENSRNOG00000002425	Pctp	protein_coding	phosphatidylcholine transfer protein [Source:RGD Symbol;Acc:3276]
ENSRNOG00000002434	0	0	1	ENSRNOG00000002434	Tmem100	protein_coding	transmembrane protein 100 [Source:RGD Symbol;Acc:1560541]
ENSRNOG00000002474	0	0	1	ENSRNOG00000002474	Tom1l1	protein_coding	target of myb1 like 1 membrane trafficking protein [Source:RGD Symbol;Acc:1562626]
ENSRNOG00000002525	0	0	1	ENSRNOG00000002525	Ptgs2	protein_coding	prostaglandin-endoperoxide synthase 2 [Source:RGD Symbol;Acc:620349]
ENSRNOG00000002653	0	0	1	ENSRNOG00000002653	Kcnk2	protein_coding	potassium two pore domain channel subfamily K member 2 [Source:RGD Symbol;Acc:621448]
ENSRNOG00000002793	0	0	1	ENSRNOG00000002793	Sstr2	protein_coding	somatostatin receptor 2 [Source:RGD Symbol;Acc:3763]
ENSRNOG00000002866	0	0	1	ENSRNOG00000002866	Rassf6	protein_coding	Ras association domain family member 6 [Source:RGD Symbol;Acc:1566082]
ENSRNOG00000002922	0	0	1	ENSRNOG00000002922	Adora2b	protein_coding	adenosine A2B receptor [Source:RGD Symbol;Acc:2050]
ENSRNOG00000002948	0	0	1	ENSRNOG00000002948	Abcc3	protein_coding	ATP binding cassette subfamily C member 3 [Source:RGD Symbol;Acc:71101]
ENSRNOG00000002979	0	0	1	ENSRNOG00000002979	Tbx19	protein_coding	T-box transcription factor 19 [Source:RGD Symbol;Acc:1310145]
ENSRNOG00000003129	0	0	1	ENSRNOG00000003129	Zfp496	protein_coding	zinc finger protein 496 [Source:RGD Symbol;Acc:1304611]
ENSRNOG00000003134	0	0	1	ENSRNOG00000003134	Slc4a4	protein_coding	solute carrier family 4 member 4 [Source:RGD Symbol;Acc:68936]
ENSRNOG00000003136	0	0	1	ENSRNOG00000003136	Fcrla	protein_coding	Fc receptor-like A [Source:RGD Symbol;Acc:1306176]
ENSRNOG00000003164	0	0	1	ENSRNOG00000003164	Pla2g10	protein_coding	phospholipase A2, group X [Source:RGD Symbol;Acc:61935]
ENSRNOG00000003195	0	0	1	ENSRNOG00000003195	Caskin1	protein_coding	CASK interacting protein 1 [Source:RGD Symbol;Acc:620191]
ENSRNOG00000003224	0	0	1	ENSRNOG00000003224	Nudt16l1	protein_coding	nudix hydrolase 16 like 1 [Source:RGD Symbol;Acc:1561451]
ENSRNOG00000003237	0	0	1	ENSRNOG00000003237	Tp53bp2	protein_coding	tumor protein p53 binding protein, 2 [Source:RGD Symbol;Acc:1305461]
ENSRNOG00000003268	0	0	1	ENSRNOG00000003268	Maml1	protein_coding	mastermind-like transcriptional coactivator 1 [Source:RGD Symbol;Acc:1308631]
ENSRNOG00000003273	0	0	1	ENSRNOG00000003273	Spata20	protein_coding	spermatogenesis associated 20 [Source:RGD Symbol;Acc:735087]
ENSRNOG00000003284	0	0	1	ENSRNOG00000003284	Epn3	protein_coding	epsin 3 [Source:RGD Symbol;Acc:1306416]
ENSRNOG00000003296	0	0	1	ENSRNOG00000003296	Dck	protein_coding	deoxycytidine kinase [Source:RGD Symbol;Acc:620667]
ENSRNOG00000003357	0	0	1	ENSRNOG00000003357	Col3a1	protein_coding	collagen type III alpha 1 chain [Source:RGD Symbol;Acc:71029]
ENSRNOG00000003367	0	0	1	ENSRNOG00000003367	Tmem220	protein_coding	transmembrane protein 220 [Source:RGD Symbol;Acc:1309576]
ENSRNOG00000003407	0	0	1	ENSRNOG00000003407	Ptpn14	protein_coding	protein tyrosine phosphatase, non-receptor type 14 [Source:RGD Symbol;Acc:1307885]
ENSRNOG00000003468	0	0	1	ENSRNOG00000003468	Capn8	protein_coding	calpain 8 [Source:RGD Symbol;Acc:620085]
ENSRNOG00000003538	0	0	1	ENSRNOG00000003538	Adamts4	protein_coding	ADAM metallopeptidase with thrombospondin type 1 motif, 4 [Source:RGD Symbol;Acc:621242]
ENSRNOG00000003562	0	0	1	ENSRNOG00000003562	Susd4	protein_coding	sushi domain containing 4 [Source:RGD Symbol;Acc:1564043]
ENSRNOG00000003603	0	0	1	ENSRNOG00000003603	Arhgap44	protein_coding	Rho GTPase activating protein 44 [Source:RGD Symbol;Acc:1305664]
ENSRNOG00000003653	0	0	1	ENSRNOG00000003653	Fh	protein_coding	fumarate hydratase [Source:RGD Symbol;Acc:2614]
ENSRNOG00000003657	0	0	1	ENSRNOG00000003657	Pkmyt1	protein_coding	protein kinase, membrane associated tyrosine/threonine 1 [Source:RGD Symbol;Acc:1305434]
ENSRNOG00000003673	0	0	1	ENSRNOG00000003673	Nup85	protein_coding	nucleoporin 85 [Source:RGD Symbol;Acc:1311942]
ENSRNOG00000003703	0	0	1	ENSRNOG00000003703	Mcm6	protein_coding	minichromosome maintenance complex component 6 [Source:RGD Symbol;Acc:61967]
ENSRNOG00000003722	0	0	1	ENSRNOG00000003722	Dusp27	protein_coding	dual specificity phosphatase 27, atypical [Source:RGD Symbol;Acc:1560598]
ENSRNOG00000003869	0	0	1	ENSRNOG00000003869	Sod3	protein_coding	superoxide dismutase 3 [Source:RGD Symbol;Acc:3733]
ENSRNOG00000003893	0	0	1	ENSRNOG00000003893	Ccnjl	protein_coding	cyclin J-like [Source:RGD Symbol;Acc:1561384]
ENSRNOG00000003897	0	0	1	ENSRNOG00000003897	Col1a1	protein_coding	collagen type I alpha 1 chain [Source:RGD Symbol;Acc:61817]
ENSRNOG00000003925	0	0	1	ENSRNOG00000003925	Hhat	protein_coding	hedgehog acyltransferase [Source:RGD Symbol;Acc:1311746]
ENSRNOG00000004171	0	0	1	ENSRNOG00000004171	Dnah9	protein_coding	dynein, axonemal, heavy chain 9 [Source:RGD Symbol;Acc:621799]
ENSRNOG00000004195	0	0	1	ENSRNOG00000004195	Dtl	protein_coding	denticleless E3 ubiquitin protein ligase homolog [Source:RGD Symbol;Acc:1310439]
ENSRNOG00000004380	0	0	1	ENSRNOG00000004380	Il12b	protein_coding	interleukin 12B [Source:RGD Symbol;Acc:628704]
ENSRNOG00000004399	0	0	1	ENSRNOG00000004399	Dlx4	protein_coding	distal-less homeobox 4 [Source:RGD Symbol;Acc:1308744]
ENSRNOG00000004440	0	0	1	ENSRNOG00000004440	Fignl1	protein_coding	fidgetin-like 1 [Source:RGD Symbol;Acc:1307112]
ENSRNOG00000004566	0	0	1	ENSRNOG00000004566	Arhgef15	protein_coding	Rho guanine nucleotide exchange factor 15 [Source:RGD Symbol;Acc:1306961]
ENSRNOG00000004598	0	0	1	ENSRNOG00000004598	Tsen54	protein_coding	tRNA splicing endonuclease subunit 54 [Source:RGD Symbol;Acc:1597379]
ENSRNOG00000004712	0	0	1	ENSRNOG00000004712	Angptl1	protein_coding	angiopoietin-like 1 [Source:MGI Symbol;Acc:MGI:1919963]
ENSRNOG00000004766	0	0	1	ENSRNOG00000004766	Glis2	protein_coding	GLIS family zinc finger 2 [Source:RGD Symbol;Acc:1309177]
ENSRNOG00000004888	0	0	1	ENSRNOG00000004888	Spred2	protein_coding	sprouty-related, EVH1 domain containing 2 [Source:RGD Symbol;Acc:1309304]
ENSRNOG00000005038	0	0	1	ENSRNOG00000005038	Ube2t	protein_coding	ubiquitin-conjugating enzyme E2T [Source:RGD Symbol;Acc:1310816]
ENSRNOG00000005042	0	0	1	ENSRNOG00000005042	Ranbp17	protein_coding	RAN binding protein 17 [Source:RGD Symbol;Acc:1562576]
ENSRNOG00000005133	0	0	1	ENSRNOG00000005133	Mapt	protein_coding	microtubule-associated protein tau [Source:RGD Symbol;Acc:69329]
ENSRNOG00000005326	0	0	1	ENSRNOG00000005326	Cnrip1	protein_coding	cannabinoid receptor interacting protein 1 [Source:RGD Symbol;Acc:1308373]
ENSRNOG00000005464	0	0	1	ENSRNOG00000005464	Lgalsl	protein_coding	galectin-like [Source:RGD Symbol;Acc:1307414]
ENSRNOG00000006122	0	0	1	ENSRNOG00000006122	Igf2bp1	protein_coding	insulin-like growth factor 2 mRNA binding protein 1 [Source:RGD Symbol;Acc:708580]
ENSRNOG00000006359	0	0	1	ENSRNOG00000006359	Galk1	protein_coding	galactokinase 1 [Source:RGD Symbol;Acc:1305375]
ENSRNOG00000006557	0	0	1	ENSRNOG00000006557	Cyfip2	protein_coding	cytoplasmic FMR1 interacting protein 2 [Source:RGD Symbol;Acc:1305048]
ENSRNOG00000006674	0	0	1	ENSRNOG00000006674	Rflnb	protein_coding	refilin B [Source:RGD Symbol;Acc:1359691]
ENSRNOG00000007033	0	0	1	ENSRNOG00000007033	Sorcs2	protein_coding	sortilin-related VPS10 domain containing receptor 2 [Source:RGD Symbol;Acc:1310621]
ENSRNOG00000007292	0	0	1	ENSRNOG00000007292	Spdl1	protein_coding	spindle apparatus coiled-coil protein 1 [Source:RGD Symbol;Acc:1306908]
ENSRNOG00000007367	0	0	1	ENSRNOG00000007367	Septin4	protein_coding	septin 4 [Source:RGD Symbol;Acc:1308781]
ENSRNOG00000007431	0	0	1	ENSRNOG00000007431	Shroom1	protein_coding	shroom family member 1 [Source:RGD Symbol;Acc:1308066]
ENSRNOG00000007687	0	0	1	ENSRNOG00000007687	Sema7a	protein_coding	semaphorin 7A (John Milton Hagen blood group) [Source:RGD Symbol;Acc:1305192]
ENSRNOG00000007931	0	0	1	ENSRNOG00000007931	Gucy2d	protein_coding	guanylate cyclase 2D, retinal [Source:RGD Symbol;Acc:620438]
ENSRNOG00000007993	0	0	1	ENSRNOG00000007993	Sh3tc1	protein_coding	SH3 domain and tetratricopeptide repeats 1 [Source:RGD Symbol;Acc:1305610]
ENSRNOG00000008065	0	0	1	ENSRNOG00000008065	Wwc1	protein_coding	WW and C2 domain containing 1 [Source:RGD Symbol;Acc:1308329]
ENSRNOG00000008191	0	0	1	ENSRNOG00000008191	Hoxb4	protein_coding	homeo box B4 [Source:RGD Symbol;Acc:1560113]
ENSRNOG00000008543	0	0	1	ENSRNOG00000008543	Pdlim2	protein_coding	PDZ and LIM domain 2 [Source:RGD Symbol;Acc:1359203]
ENSRNOG00000008707	0	0	1	ENSRNOG00000008707	Epx	protein_coding	eosinophil peroxidase [Source:RGD Symbol;Acc:1311882]
ENSRNOG00000008855	0	0	1	ENSRNOG00000008855	Gjb2	protein_coding	gap junction protein, beta 2 [Source:RGD Symbol;Acc:728891]
ENSRNOG00000009068	0	0	1	ENSRNOG00000009068	Phlda3	protein_coding	pleckstrin homology-like domain, family A, member 3 [Source:RGD Symbol;Acc:1310502]
ENSRNOG00000009074	0	0	1	ENSRNOG00000009074	AABR07017902.1	protein_coding	
ENSRNOG00000009370	0	0	1	ENSRNOG00000009370	Tbkbp1	protein_coding	TBK1 binding protein 1 [Source:RGD Symbol;Acc:631328]
ENSRNOG00000009667	0	0	1	ENSRNOG00000009667	Mlst8	protein_coding	MTOR associated protein, LST8 homolog [Source:RGD Symbol;Acc:69242]
ENSRNOG00000009815	0	0	1	ENSRNOG00000009815	Pnma2	protein_coding	PNMA family member 2 [Source:RGD Symbol;Acc:1307266]
ENSRNOG00000010214	0	0	1	ENSRNOG00000010214	Scrn2	protein_coding	secernin 2 [Source:RGD Symbol;Acc:1307741]
ENSRNOG00000010296	0	0	1	ENSRNOG00000010296	Slc7a7	protein_coding	solute carrier family 7 member 7 [Source:RGD Symbol;Acc:619902]
ENSRNOG00000010389	0	0	1	ENSRNOG00000010389	Ndrg2	protein_coding	NDRG family member 2 [Source:RGD Symbol;Acc:621874]
ENSRNOG00000010486	0	0	1	ENSRNOG00000010486	Mpp4	protein_coding	membrane palmitoylated protein 4 [Source:RGD Symbol;Acc:620016]
ENSRNOG00000011007	0	0	1	ENSRNOG00000011007	Ube2o	protein_coding	ubiquitin-conjugating enzyme E2O [Source:RGD Symbol;Acc:1310297]
ENSRNOG00000011060	0	0	1	ENSRNOG00000011060	Unc119	protein_coding	unc-119 lipid binding chaperone [Source:RGD Symbol;Acc:3942]
ENSRNOG00000012356	0	0	1	ENSRNOG00000012356	Slc36a1	protein_coding	solute carrier family 36 member 1 [Source:RGD Symbol;Acc:619801]
ENSRNOG00000012521	0	0	1	ENSRNOG00000012521	Shisa2	protein_coding	shisa family member 2 [Source:RGD Symbol;Acc:1561256]
ENSRNOG00000013318	0	0	1	ENSRNOG00000013318	Ccdc150	protein_coding	coiled-coil domain containing 150 [Source:RGD Symbol;Acc:1304775]
ENSRNOG00000013408	0	0	1	ENSRNOG00000013408	Npas2	protein_coding	neuronal PAS domain protein 2 [Source:RGD Symbol;Acc:1309681]
ENSRNOG00000014319	0	0	1	ENSRNOG00000014319	Smchd1	protein_coding	structural maintenance of chromosomes flexible hinge domain containing 1 [Source:RGD Symbol;Acc:1307234]
ENSRNOG00000014504	0	0	1	ENSRNOG00000014504	Il1r1	protein_coding	interleukin 1 receptor type 1 [Source:RGD Symbol;Acc:2892]
